claim_line_id,claim_id,line_number,part_number,vmrs_component_code,vmrs_cause_code,vmrs_correction_code,quantity,unit_cost,line_total,labor_hours,srt_standard_hours,labor_variance_pct,cost_variance_pct,repair_type
CL-009234,WC-2023004736,2,A-680-490-05-00,043,05,06,1,2831.64,2831.64,1.8,1.8,0.0,4.9,Standard
CL-009235,WC-2023004736,3,A-460-420-03-00,010,04,01,1,1237.32,1237.32,2.1,2.4,-12.5,7.6,Standard
CL-009236,WC-2023004737,1,A-001-030-80-00,032,03,05,1,230.22,230.22,1.3,1.3,0.0,4.6,Complex
CL-009237,WC-2023004738,1,A-714-280-01-00,038,01,07,1,304.41,304.41,0.7,0.7,0.0,5.0,Standard
CL-009238,WC-2023004738,2,A-001-545-80-00,041,06,09,1,1307.21,1307.21,2.3,2.3,0.0,4.6,Standard
CL-009239,WC-2023004738,3,A-460-501-00-00,010,06,03,1,188.55,188.55,2.8,2.9,-3.4,1.9,Standard
CL-009240,WC-2023004739,1,A-460-500-01-03,010,01,08,1,822.25,822.25,3.2,3.5,-8.6,-7.6,Complex
CL-009241,WC-2023004740,1,A-001-997-55-45,045,01,03,3,733.55,2200.65,1.1,1.2,-8.3,-6.0,Standard
CL-009242,WC-2023004741,1,A-960-501-02-00,042,01,09,1,605.46,605.46,2.1,2.1,0.0,-2.3,Standard
CL-009243,WC-2023004742,1,A-714-260-02-00,037,03,03,1,2217.84,2217.84,2.0,2.2,-9.1,-7.6,Standard
CL-009244,WC-2023004742,2,A-001-802-88-01,041,05,02,1,4372.03,4372.03,2.6,2.5,4.0,4.1,Complex
CL-009245,WC-2023004743,1,A-001-997-55-45,045,01,01,1,745.66,745.66,1.4,1.2,16.7,-4.4,Standard
CL-009246,WC-2023004743,2,A-001-545-80-00,041,06,06,1,1169.58,1169.58,2.2,2.3,-4.3,-6.4,Standard
CL-009247,WC-2023004744,1,A-001-997-70-00,045,03,07,1,345.96,345.96,1.4,1.6,-12.5,1.8,Complex
CL-009248,WC-2023004744,2,A-001-545-80-00,041,06,03,1,1218.42,1218.42,2.0,2.3,-13.0,-2.5,Complex
CL-009249,WC-2023004744,3,A-001-997-55-45,045,01,06,1,779.25,779.25,1.3,1.2,8.3,-0.1,Standard
CL-009250,WC-2023004745,1,A-680-490-05-00,043,05,01,1,2866.19,2866.19,1.9,1.8,5.6,6.2,Standard
CL-009251,WC-2023004745,2,A-680-495-01-00,043,06,03,1,664.3,664.3,1.9,2.2,-13.6,2.2,Complex
CL-009252,WC-2023004746,1,A-460-501-00-00,010,06,08,1,199.11,199.11,3.2,2.9,10.3,7.6,Standard
CL-009253,WC-2023004747,1,A-001-545-80-00,041,06,08,1,1268.1,1268.1,2.0,2.3,-13.0,1.4,Complex
CL-009254,WC-2023004748,1,A-001-997-70-00,045,03,06,1,360.11,360.11,1.7,1.6,6.2,5.9,Complex
CL-009255,WC-2023004749,1,A-714-280-05-00,038,02,03,1,4861.07,4861.07,2.0,2.3,-13.0,1.3,Standard
CL-009256,WC-2023004749,2,A-680-490-02-04,043,03,09,1,2076.03,2076.03,2.3,2.3,0.0,6.5,Standard
CL-009257,WC-2023004749,3,A-714-260-02-00,037,03,07,1,2586.84,2586.84,2.4,2.2,9.1,7.8,Complex
CL-009258,WC-2023004750,1,A-460-500-01-03,010,01,07,1,854.85,854.85,4.0,3.5,14.3,-3.9,Standard
CL-009259,WC-2023004750,2,A-001-030-95-00,032,04,04,1,1829.13,1829.13,2.0,1.9,5.3,1.6,Standard
CL-009260,WC-2023004750,3,A-001-030-45-56,032,01,01,1,981.03,981.03,2.8,3.2,-12.5,3.3,Standard
CL-009261,WC-2023004751,1,A-960-320-10-01,042,02,07,1,1752.85,1752.85,3.7,3.7,0.0,-2.6,Standard
CL-009262,WC-2023004751,2,A-680-480-01-02,043,01,06,1,2737.77,2737.77,3.1,3.1,0.0,-3.9,Standard
CL-009263,WC-2023004752,1,A-001-545-90-00,041,07,02,1,1600.29,1600.29,2.9,3.2,-9.4,-3.0,Standard
CL-009264,WC-2023004752,2,A-001-545-80-00,041,06,03,1,1187.61,1187.61,2.3,2.3,0.0,-5.0,Standard
CL-009265,WC-2023004752,3,A-001-802-88-01,041,05,09,1,4520.02,4520.02,2.3,2.5,-8.0,7.6,Complex
CL-009266,WC-2023004753,1,A-680-480-03-00,043,04,03,1,1369.37,1369.37,2.6,2.9,-10.3,-5.6,Standard
CL-009267,WC-2023004753,2,A-680-495-01-00,043,06,06,1,697.91,697.91,2.3,2.2,4.5,7.4,Standard
CL-009268,WC-2023004754,1,A-001-997-60-12,045,02,03,1,2156.6,2156.6,1.6,1.6,0.0,2.7,Complex
CL-009269,WC-2023004754,2,A-001-545-76-32,041,02,02,1,3512.94,3512.94,2.8,2.5,12.0,3.3,Standard
CL-009270,WC-2023004755,1,A-714-260-02-00,037,03,07,1,2245.08,2245.08,2.4,2.2,9.1,-6.5,Complex
CL-009271,WC-2023004755,2,A-714-280-05-00,038,02,06,1,4551.85,4551.85,2.1,2.3,-8.7,-5.2,Complex
CL-009272,WC-2023004756,1,A-460-350-02-00,010,05,01,1,177.15,177.15,2.0,2.0,0.0,7.4,Standard
CL-009273,WC-2023004756,2,A-001-997-55-45,045,01,01,2,735.76,1471.52,1.2,1.2,0.0,-5.7,Complex
CL-009274,WC-2023004757,1,A-460-500-01-03,010,01,06,1,927.16,927.16,3.3,3.5,-5.7,4.2,Complex
CL-009275,WC-2023004757,2,A-680-495-01-00,043,06,05,1,634.53,634.53,2.3,2.2,4.5,-2.4,Standard
CL-009276,WC-2023004757,3,A-460-501-00-00,010,06,04,1,188.71,188.71,2.8,2.9,-3.4,2.0,Standard
CL-009277,WC-2023004758,1,A-001-030-80-00,032,03,05,1,209.67,209.67,1.4,1.3,7.7,-4.7,Standard
CL-009278,WC-2023004759,1,A-960-501-02-00,042,01,01,1,608.25,608.25,2.1,2.1,0.0,-1.9,Standard
CL-009279,WC-2023004760,1,A-714-280-05-00,038,02,03,1,5173.56,5173.56,2.6,2.3,13.0,7.8,Complex
CL-009280,WC-2023004760,2,A-680-480-01-02,043,01,09,1,2916.85,2916.85,2.8,3.1,-9.7,2.3,Complex
CL-009281,WC-2023004761,1,A-714-320-01-00,037,01,04,1,3185.01,3185.01,3.2,3.6,-11.1,-0.5,Standard
CL-009282,WC-2023004762,1,A-001-030-80-00,032,03,08,1,223.31,223.31,1.4,1.3,7.7,1.5,Standard
CL-009283,WC-2023004762,2,A-001-545-90-00,041,07,02,1,1758.59,1758.59,3.0,3.2,-6.3,6.6,Complex
CL-009284,WC-2023004763,1,A-714-260-02-00,037,03,07,1,2302.72,2302.72,2.0,2.2,-9.1,-4.1,Standard
CL-009285,WC-2023004763,2,A-001-030-80-00,032,03,01,1,202.44,202.44,1.3,1.3,0.0,-8.0,Standard
CL-009286,WC-2023004763,3,A-680-495-01-00,043,06,06,1,701.74,701.74,2.5,2.2,13.6,8.0,Complex
CL-009287,WC-2023004764,1,A-714-280-05-00,038,02,01,1,4826.75,4826.75,2.2,2.3,-4.3,0.6,Complex
CL-009288,WC-2023004764,2,A-001-997-70-00,045,03,06,1,343.78,343.78,1.7,1.6,6.2,1.1,Complex
CL-009289,WC-2023004765,1,A-460-350-02-00,010,05,06,1,178.03,178.03,1.7,2.0,-15.0,7.9,Standard
CL-009290,WC-2023004765,2,A-714-280-05-00,038,02,04,1,4908.73,4908.73,2.2,2.3,-4.3,2.3,Complex
CL-009291,WC-2023004766,1,A-680-480-01-02,043,01,05,1,2928.5,2928.5,3.4,3.1,9.7,2.8,Standard
CL-009292,WC-2023004767,1,A-960-320-10-01,042,02,07,1,1855.47,1855.47,3.9,3.7,5.4,3.1,Complex
CL-009293,WC-2023004768,1,A-350-200-01-00,050,02,06,1,199.23,199.23,1.7,1.8,-5.6,2.2,Standard
CL-009294,WC-2023004769,1,A-001-030-45-56,032,01,03,1,971.85,971.85,3.4,3.2,6.2,2.3,Standard
CL-009295,WC-2023004769,2,A-350-200-01-00,050,02,06,1,206.95,206.95,1.9,1.8,5.6,6.1,Standard
CL-009296,WC-2023004770,1,A-960-501-02-00,042,01,06,1,641.51,641.51,2.3,2.1,9.5,3.5,Standard
CL-009297,WC-2023004771,1,A-350-100-01-00,050,01,09,1,379.64,379.64,1.1,1.2,-8.3,-0.1,Standard
CL-009298,WC-2023004771,2,A-714-280-05-00,038,02,06,1,5053.08,5053.08,2.0,2.3,-13.0,5.3,Standard
CL-009299,WC-2023004772,1,A-460-501-00-00,010,06,04,1,183.13,183.13,3.0,2.9,3.4,-1.0,Complex
CL-009300,WC-2023004772,2,A-714-260-02-00,037,03,05,1,2221.07,2221.07,1.9,2.2,-13.6,-7.5,Standard
CL-009301,WC-2023004773,1,A-960-540-01-00,042,04,04,1,833.57,833.57,3.3,3.4,-2.9,6.9,Complex
CL-009302,WC-2023004773,2,A-680-490-02-04,043,03,02,1,1934.85,1934.85,2.5,2.3,8.7,-0.8,Complex
CL-009303,WC-2023004774,1,A-001-997-70-00,045,03,02,1,320.06,320.06,1.4,1.6,-12.5,-5.9,Standard
CL-009304,WC-2023004774,2,A-350-100-01-00,050,01,01,1,389.39,389.39,1.1,1.2,-8.3,2.5,Standard
CL-009305,WC-2023004775,1,A-350-200-01-00,050,02,09,1,190.61,190.61,1.9,1.8,5.6,-2.3,Complex
CL-009306,WC-2023004776,1,A-001-030-95-00,032,04,02,1,1772.04,1772.04,1.8,1.9,-5.3,-1.6,Standard
CL-009307,WC-2023004776,2,A-680-490-02-04,043,03,09,1,2054.59,2054.59,2.3,2.3,0.0,5.4,Standard
CL-009308,WC-2023004776,3,A-680-495-01-00,043,06,01,1,697.84,697.84,2.3,2.2,4.5,7.4,Standard
CL-009309,WC-2023004777,1,A-001-545-90-00,041,07,06,1,1554.57,1554.57,3.0,3.2,-6.3,-5.8,Standard
CL-009310,WC-2023004778,1,A-001-997-70-00,045,03,02,1,358.12,358.12,1.8,1.6,12.5,5.3,Complex
CL-009311,WC-2023004778,2,A-001-545-90-00,041,07,09,1,1705.62,1705.62,2.8,3.2,-12.5,3.4,Standard
CL-009312,WC-2023004778,3,A-960-540-01-00,042,04,06,1,792.73,792.73,2.9,3.4,-14.7,1.6,Standard
CL-009313,WC-2023004779,1,A-001-997-60-12,045,02,08,1,2072.48,2072.48,1.8,1.6,12.5,-1.3,Complex
CL-009314,WC-2023004779,2,A-001-802-88-01,041,05,05,1,3924.58,3924.58,2.7,2.5,8.0,-6.6,Standard
CL-009315,WC-2023004779,3,A-714-260-02-00,037,03,06,1,2394.02,2394.02,2.4,2.2,9.1,-0.2,Standard
CL-009316,WC-2023004780,1,A-960-540-01-00,042,04,03,1,840.01,840.01,3.2,3.4,-5.9,7.7,Standard
CL-009317,WC-2023004781,1,A-960-501-02-00,042,01,05,1,652.13,652.13,2.2,2.1,4.8,5.2,Complex
CL-009318,WC-2023004781,2,A-960-320-10-01,042,02,06,1,1812.63,1812.63,3.5,3.7,-5.4,0.7,Complex
CL-009319,WC-2023004781,3,A-680-480-01-02,043,01,01,1,3003.46,3003.46,3.2,3.1,3.2,5.4,Standard
CL-009320,WC-2023004782,1,A-460-500-01-03,010,01,08,1,905.81,905.81,3.5,3.5,0.0,1.8,Standard
CL-009321,WC-2023004783,1,A-680-480-03-00,043,04,08,1,1492.96,1492.96,2.9,2.9,0.0,3.0,Complex
CL-009322,WC-2023004783,2,A-714-320-01-00,037,01,01,1,3227.28,3227.28,3.9,3.6,8.3,0.9,Complex
CL-009323,WC-2023004784,1,A-680-480-03-00,043,04,02,1,1456.01,1456.01,3.3,2.9,13.8,0.4,Standard
CL-009324,WC-2023004784,2,A-680-480-01-02,043,01,05,1,2743.01,2743.01,2.9,3.1,-6.5,-3.8,Standard
CL-009325,WC-2023004785,1,A-460-501-00-00,010,06,09,1,190.17,190.17,2.8,2.9,-3.4,2.8,Complex
CL-009326,WC-2023004786,1,A-960-501-05-00,042,03,07,1,290.5,290.5,1.2,1.2,0.0,1.9,Complex
CL-009327,WC-2023004786,2,A-001-997-55-45,045,01,07,2,783.32,1566.64,1.2,1.2,0.0,0.4,Standard
CL-009328,WC-2023004787,1,A-960-501-02-00,042,01,09,1,595.06,595.06,2.3,2.1,9.5,-4.0,Standard
CL-009329,WC-2023004787,2,A-001-545-90-00,041,07,01,1,1723.74,1723.74,3.3,3.2,3.1,4.5,Standard
CL-009330,WC-2023004787,3,A-960-320-10-01,042,02,02,1,1709.63,1709.63,3.8,3.7,2.7,-5.0,Standard
CL-009331,WC-2023004788,1,A-680-495-01-00,043,06,04,1,678.3,678.3,2.5,2.2,13.6,4.4,Standard
CL-009332,WC-2023004788,2,A-714-260-02-00,037,03,03,1,2244.57,2244.57,2.3,2.2,4.5,-6.5,Standard
CL-009333,WC-2023004789,1,A-960-320-10-01,042,02,09,1,1845.18,1845.18,3.9,3.7,5.4,2.5,Complex
CL-009334,WC-2023004789,2,A-001-802-88-01,041,05,03,1,4382.44,4382.44,2.7,2.5,8.0,4.3,Complex
CL-009335,WC-2023004790,1,A-350-100-01-00,050,01,09,1,396.51,396.51,1.0,1.2,-16.7,4.3,Standard
CL-009336,WC-2023004790,2,A-460-350-02-00,010,05,08,1,164.19,164.19,1.7,2.0,-15.0,-0.5,Complex
CL-009337,WC-2023004791,1,A-680-495-01-00,043,06,09,1,605.1,605.1,2.2,2.2,0.0,-6.9,Complex
CL-009338,WC-2023004791,2,A-680-490-02-04,043,03,07,1,1828.87,1828.87,2.3,2.3,0.0,-6.2,Complex
CL-009339,WC-2023004792,1,A-960-501-05-00,042,03,09,1,301.92,301.92,1.2,1.2,0.0,5.9,Standard
CL-009340,WC-2023004792,2,A-714-280-05-00,038,02,07,1,5021.69,5021.69,2.3,2.3,0.0,4.6,Complex
CL-009341,WC-2023004792,3,A-001-545-90-00,041,07,04,1,1544.67,1544.67,3.3,3.2,3.1,-6.4,Standard
CL-009342,WC-2023004793,1,A-714-280-01-00,038,01,05,1,282.15,282.15,0.8,0.7,14.3,-2.7,Complex
CL-009343,WC-2023004793,2,A-460-501-00-00,010,06,04,1,171.71,171.71,3.2,2.9,10.3,-7.2,Complex
CL-009344,WC-2023004793,3,A-001-030-95-00,032,04,06,1,1928.77,1928.77,1.9,1.9,0.0,7.2,Standard
CL-009345,WC-2023004794,1,A-960-320-10-01,042,02,02,1,1736.53,1736.53,3.6,3.7,-2.7,-3.5,Complex
CL-009346,WC-2023004794,2,A-001-997-55-45,045,01,06,2,736.49,1472.98,1.1,1.2,-8.3,-5.6,Complex
CL-009347,WC-2023004795,1,A-350-200-01-00,050,02,04,1,205.42,205.42,1.8,1.8,0.0,5.3,Standard
CL-009348,WC-2023004795,2,A-714-280-05-00,038,02,04,1,4768.74,4768.74,2.5,2.3,8.7,-0.7,Complex
CL-009349,WC-2023004796,1,A-960-501-02-00,042,01,02,1,656.63,656.63,1.9,2.1,-9.5,5.9,Standard
CL-009350,WC-2023004796,2,A-001-545-80-00,041,06,06,1,1165.67,1165.67,2.5,2.3,8.7,-6.7,Complex
CL-009351,WC-2023004797,1,A-460-420-03-00,010,04,01,1,1232.78,1232.78,2.3,2.4,-4.2,7.2,Complex
CL-009352,WC-2023004798,1,A-001-545-80-00,041,06,05,1,1340.96,1340.96,2.3,2.3,0.0,7.3,Standard
CL-009353,WC-2023004798,2,A-960-501-02-00,042,01,01,1,651.57,651.57,2.4,2.1,14.3,5.1,Complex
CL-009354,WC-2023004798,3,A-960-501-05-00,042,03,01,1,273.84,273.84,1.0,1.2,-16.7,-3.9,Standard
CL-009355,WC-2023004799,1,A-714-260-02-00,037,03,04,1,2387.86,2387.86,2.5,2.2,13.6,-0.5,Complex
CL-009356,WC-2023004800,1,A-001-030-45-56,032,01,02,1,939.83,939.83,3.6,3.2,12.5,-1.1,Standard
CL-009357,WC-2023004800,2,A-680-490-05-00,043,05,08,1,2625.35,2625.35,1.9,1.8,5.6,-2.8,Complex
CL-009358,WC-2023004801,1,A-960-501-02-00,042,01,09,1,627.21,627.21,2.2,2.1,4.8,1.2,Complex
CL-009359,WC-2023004802,1,A-680-480-03-00,043,04,02,1,1347.83,1347.83,2.9,2.9,0.0,-7.0,Complex
CL-009360,WC-2023004803,1,A-680-490-02-04,043,03,01,1,1917.16,1917.16,2.5,2.3,8.7,-1.7,Complex
CL-009361,WC-2023004803,2,A-001-545-80-00,041,06,02,1,1218.35,1218.35,2.3,2.3,0.0,-2.5,Standard
CL-009362,WC-2023004804,1,A-460-501-00-00,010,06,01,1,191.94,191.94,2.8,2.9,-3.4,3.8,Standard
CL-009363,WC-2023004804,2,A-350-200-01-00,050,02,06,1,186.15,186.15,1.8,1.8,0.0,-4.5,Standard
CL-009364,WC-2023004805,1,A-680-490-05-00,043,05,09,1,2762.98,2762.98,1.6,1.8,-11.1,2.3,Complex
CL-009365,WC-2023004805,2,A-714-280-01-00,038,01,01,1,279.99,279.99,0.7,0.7,0.0,-3.5,Complex
CL-009366,WC-2023004806,1,A-680-490-02-04,043,03,08,1,2091.34,2091.34,2.4,2.3,4.3,7.2,Complex
CL-009367,WC-2023004807,1,A-960-501-02-00,042,01,02,1,679.27,679.27,2.4,2.1,14.3,9.6,Standard
CL-009368,WC-2023004807,2,A-001-545-80-00,041,06,08,1,1395.56,1395.56,2.6,2.3,13.0,11.6,Standard
CL-009369,WC-2023004807,3,A-460-350-02-00,010,05,04,1,178.26,178.26,2.1,2.0,5.0,8.0,Complex
CL-009370,WC-2023004808,1,A-001-030-95-00,032,04,09,1,1789.97,1789.97,1.7,1.9,-10.5,-0.6,Standard
CL-009371,WC-2023004808,2,A-350-200-01-00,050,02,09,1,187.29,187.29,1.9,1.8,5.6,-4.0,Standard
CL-009372,WC-2023004808,3,A-680-495-01-00,043,06,05,1,619.94,619.94,2.4,2.2,9.1,-4.6,Complex
CL-009373,WC-2023004809,1,A-001-545-76-32,041,02,03,1,3376.83,3376.83,2.6,2.5,4.0,-0.7,Complex
CL-009374,WC-2023004809,2,A-001-545-80-00,041,06,05,1,1240.23,1240.23,2.3,2.3,0.0,-0.8,Complex
CL-009375,WC-2023004809,3,A-680-490-05-00,043,05,08,1,2583.88,2583.88,2.0,1.8,11.1,-4.3,Complex
CL-009376,WC-2023004810,1,A-001-545-76-32,041,02,02,1,3549.48,3549.48,2.5,2.5,0.0,4.4,Complex
CL-009377,WC-2023004811,1,A-001-030-80-00,032,03,01,1,235.88,235.88,1.3,1.3,0.0,7.2,Complex
CL-009378,WC-2023004811,2,A-680-480-03-00,043,04,08,1,1343.77,1343.77,3.1,2.9,6.9,-7.3,Standard
CL-009379,WC-2023004812,1,A-960-501-02-00,042,01,07,1,665.85,665.85,2.1,2.1,0.0,7.4,Complex
CL-009380,WC-2023004813,1,A-960-501-05-00,042,03,07,1,268.19,268.19,1.2,1.2,0.0,-5.9,Complex
CL-009381,WC-2023004813,2,A-714-280-01-00,038,01,08,1,299.94,299.94,0.8,0.7,14.3,3.4,Standard
CL-009382,WC-2023004813,3,A-001-030-60-12,032,02,02,1,1046.86,1046.86,2.3,2.5,-8.0,-4.8,Complex
CL-009383,WC-2023004814,1,A-714-280-01-00,038,01,08,1,309.69,309.69,0.7,0.7,0.0,6.8,Standard
CL-009384,WC-2023004814,2,A-960-501-05-00,042,03,09,1,286.12,286.12,1.2,1.2,0.0,0.4,Standard
CL-009385,WC-2023004814,3,A-001-997-70-00,045,03,07,1,317.36,317.36,1.8,1.6,12.5,-6.7,Standard
CL-009386,WC-2023004815,1,A-001-997-70-00,045,03,03,1,346.92,346.92,1.5,1.6,-6.3,2.0,Standard
CL-009387,WC-2023004816,1,A-001-997-60-12,045,02,03,1,2155.54,2155.54,1.6,1.6,0.0,2.6,Complex
CL-009388,WC-2023004816,2,A-714-280-05-00,038,02,01,1,4812.47,4812.47,2.1,2.3,-8.7,0.3,Complex
CL-009389,WC-2023004816,3,A-350-100-01-00,050,01,07,1,400.9,400.9,1.2,1.2,0.0,5.5,Standard
CL-009390,WC-2023004817,1,A-960-540-01-00,042,04,09,1,820.63,820.63,3.1,3.4,-8.8,5.2,Standard
CL-009391,WC-2023004818,1,A-001-802-88-01,041,05,07,1,4438.67,4438.67,2.9,2.5,16.0,5.7,Complex
CL-009392,WC-2023004819,1,A-001-030-95-00,032,04,04,1,1829.82,1829.82,1.9,1.9,0.0,1.7,Standard
CL-009393,WC-2023004820,1,A-001-997-55-45,045,01,06,3,812.61,2437.83,1.1,1.2,-8.3,4.2,Standard
CL-009394,WC-2023004821,1,A-960-501-05-00,042,03,05,1,300.65,300.65,1.3,1.2,8.3,5.5,Standard
CL-009395,WC-2023004821,2,A-460-350-02-00,010,05,09,1,161.21,161.21,1.7,2.0,-15.0,-2.3,Complex
CL-009396,WC-2023004821,3,A-001-997-70-00,045,03,08,1,363.8,363.8,1.5,1.6,-6.3,7.0,Complex
CL-009397,WC-2023004822,1,A-960-540-01-00,042,04,04,1,759.8,759.8,3.6,3.4,5.9,-2.6,Complex
CL-009398,WC-2023004822,2,A-960-501-02-00,042,01,02,1,621.53,621.53,2.2,2.1,4.8,0.2,Standard
CL-009399,WC-2023004822,3,A-001-030-80-00,032,03,03,1,208.02,208.02,1.3,1.3,0.0,-5.4,Complex
CL-009400,WC-2023004823,1,A-001-545-90-00,041,07,07,1,1777.72,1777.72,2.8,3.2,-12.5,7.7,Complex
CL-009401,WC-2023004823,2,A-001-997-70-00,045,03,07,1,358.11,358.11,1.5,1.6,-6.3,5.3,Standard
CL-009402,WC-2023004824,1,A-001-030-60-12,032,02,04,1,1092.35,1092.35,2.3,2.5,-8.0,-0.7,Complex
CL-009403,WC-2023004824,2,A-680-490-05-00,043,05,01,1,2840.94,2840.94,2.0,1.8,11.1,5.2,Standard
CL-009404,WC-2023004825,1,A-001-545-90-00,041,07,06,1,1713.29,1713.29,3.1,3.2,-3.1,3.8,Complex
CL-009405,WC-2023004826,1,A-714-280-01-00,038,01,04,1,302.32,302.32,0.7,0.7,0.0,4.2,Complex
CL-009406,WC-2023004826,2,A-001-802-88-01,041,05,07,1,4012.72,4012.72,2.7,2.5,8.0,-4.5,Complex
CL-009407,WC-2023004827,1,A-001-997-60-12,045,02,07,1,2235.79,2235.79,1.5,1.6,-6.3,6.5,Standard
CL-009408,WC-2023004827,2,A-001-030-80-00,032,03,09,1,236.93,236.93,1.2,1.3,-7.7,7.7,Standard
CL-009409,WC-2023004828,1,A-680-490-05-00,043,05,08,1,2912.2,2912.2,2.0,1.8,11.1,7.9,Standard
CL-009410,WC-2023004828,2,A-680-480-03-00,043,04,01,1,1342.2,1342.2,2.9,2.9,0.0,-7.4,Complex
CL-009411,WC-2023004829,1,A-460-500-01-03,010,01,05,1,945.08,945.08,3.3,3.5,-5.7,6.2,Complex
CL-009412,WC-2023004829,2,A-001-997-55-45,045,01,01,2,739.68,1479.36,1.3,1.2,8.3,-5.2,Complex
CL-009413,WC-2023004829,3,A-680-490-05-00,043,05,05,1,2792.7,2792.7,1.9,1.8,5.6,3.4,Complex
CL-009414,WC-2023004830,1,A-960-501-02-00,042,01,05,1,610.85,610.85,1.9,2.1,-9.5,-1.5,Standard
CL-009415,WC-2023004830,2,A-680-480-03-00,043,04,04,1,1451.72,1451.72,2.7,2.9,-6.9,0.1,Complex
CL-009416,WC-2023004831,1,A-960-540-01-00,042,04,03,1,814.29,814.29,2.9,3.4,-14.7,4.4,Complex
CL-009417,WC-2023004832,1,A-680-480-01-02,043,01,03,1,2899.59,2899.59,3.5,3.1,12.9,1.7,Standard
CL-009418,WC-2023004832,2,A-460-350-02-00,010,05,02,1,162.34,162.34,1.8,2.0,-10.0,-1.6,Complex
CL-009419,WC-2023004832,3,A-001-997-55-45,045,01,01,2,739.42,1478.84,1.1,1.2,-8.3,-5.2,Standard
CL-009420,WC-2023004833,1,A-714-280-05-00,038,02,09,1,5167.15,5167.15,2.3,2.3,0.0,7.6,Standard
CL-009421,WC-2023004834,1,A-350-200-01-00,050,02,06,1,180.77,180.77,1.6,1.8,-11.1,-7.3,Standard
CL-009422,WC-2023004834,2,A-680-495-01-00,043,06,01,1,634.5,634.5,2.2,2.2,0.0,-2.4,Standard
CL-009423,WC-2023004834,3,A-001-997-60-12,045,02,04,1,1952.14,1952.14,1.6,1.6,0.0,-7.0,Complex
CL-009424,WC-2023004835,1,A-714-280-05-00,038,02,09,1,4600.75,4600.75,2.6,2.3,13.0,-4.2,Standard
CL-009425,WC-2023004836,1,A-001-802-88-01,041,05,03,1,4528.47,4528.47,2.7,2.5,8.0,7.8,Complex
CL-009426,WC-2023004837,1,A-680-480-01-02,043,01,02,1,2900.78,2900.78,3.0,3.1,-3.2,1.8,Standard
CL-009427,WC-2023004837,2,A-001-545-90-00,041,07,09,1,1690.92,1690.92,3.3,3.2,3.1,2.5,Standard
CL-009428,WC-2023004837,3,A-680-490-05-00,043,05,07,1,2537.21,2537.21,1.9,1.8,5.6,-6.0,Complex
CL-009429,WC-2023004838,1,A-460-500-01-03,010,01,05,1,888.64,888.64,3.0,3.5,-14.3,-0.2,Complex
CL-009430,WC-2023004839,1,A-001-545-80-00,041,06,09,1,1246.75,1246.75,2.6,2.3,13.0,-0.3,Standard
CL-009431,WC-2023004840,1,A-960-540-01-00,042,04,06,1,802.45,802.45,3.0,3.4,-11.8,2.9,Complex
CL-009432,WC-2023004841,1,A-460-500-01-03,010,01,02,1,920.83,920.83,3.9,3.5,11.4,3.5,Standard
CL-009433,WC-2023004841,2,A-960-320-10-01,042,02,07,1,1692.41,1692.41,3.7,3.7,0.0,-6.0,Complex
CL-009434,WC-2023004842,1,A-714-280-01-00,038,01,09,1,278.18,278.18,0.7,0.7,0.0,-4.1,Standard
CL-009435,WC-2023004842,2,A-001-030-80-00,032,03,05,1,226.57,226.57,1.2,1.3,-7.7,3.0,Complex
CL-009436,WC-2023004843,1,A-960-501-05-00,042,03,04,1,272.33,272.33,1.1,1.2,-8.3,-4.4,Standard
CL-009437,WC-2023004843,2,A-680-480-01-02,043,01,09,1,3014.38,3014.38,3.0,3.1,-3.2,5.8,Complex
CL-009438,WC-2023004843,3,A-680-480-03-00,043,04,09,1,1523.06,1523.06,2.6,2.9,-10.3,5.0,Standard
CL-009439,WC-2023004844,1,A-350-200-01-00,050,02,01,1,190.22,190.22,2.1,1.8,16.7,-2.5,Complex
CL-009440,WC-2023004844,2,A-001-030-60-12,032,02,07,1,1099.46,1099.46,2.3,2.5,-8.0,-0.0,Complex
CL-009441,WC-2023004845,1,A-680-480-03-00,043,04,02,1,1371.96,1371.96,2.9,2.9,0.0,-5.4,Standard
CL-009442,WC-2023004845,2,A-001-997-55-45,045,01,04,3,744.68,2234.04,1.3,1.2,8.3,-4.5,Standard
CL-009443,WC-2023004845,3,A-960-540-01-00,042,04,01,1,829.9,829.9,2.9,3.4,-14.7,6.4,Complex
CL-009444,WC-2023004846,1,A-680-480-01-02,043,01,03,1,2854.76,2854.76,2.8,3.1,-9.7,0.2,Standard
CL-009445,WC-2023004847,1,A-001-997-55-45,045,01,09,6,829.73,4978.38,1.1,1.2,-8.3,6.4,Standard
CL-009446,WC-2023004847,2,A-714-320-01-00,037,01,08,1,3180.18,3180.18,3.9,3.6,8.3,-0.6,Complex
CL-009447,WC-2023004847,3,A-680-480-03-00,043,04,07,1,1518.55,1518.55,2.8,2.9,-3.4,4.7,Standard
CL-009448,WC-2023004848,1,A-350-200-01-00,050,02,03,1,203.01,203.01,2.0,1.8,11.1,4.1,Standard
CL-009449,WC-2023004848,2,A-960-540-01-00,042,04,06,1,730.35,730.35,3.3,3.4,-2.9,-6.4,Complex
CL-009450,WC-2023004849,1,A-714-320-01-00,037,01,05,1,3241.35,3241.35,3.3,3.6,-8.3,1.3,Complex
