claim_id,cluster_id,cluster_size,distance_from_centroid,is_outlier,cluster_avg_claim_amount,cluster_std_claim_amount,claim_amount_z_score
WC-2023003546,Transmission-Class8-Heavy-Use,276,0.667,N,4789.88,1996.74,-0.85
WC-2023003547,Campaign-Related-Defect,1241,1.891,N,4154.73,2330.54,-0.33
WC-2023003548,Emission-High-Mileage-Cascadia,339,1.988,N,3724.51,1975.33,-1.46
WC-2023003549,Engine-Extended-Warranty,364,0.907,N,4658.44,2195.34,-1.24
WC-2023003550,Emission-DPF-Regen-Failure,335,0.141,N,3920.94,2145.67,0.07
WC-2023003551,Campaign-Related-Defect,1241,1.543,N,4154.73,2330.54,0.02
WC-2023003552,Emission-DPF-Regen-Failure,335,1.572,N,3920.94,2145.67,-1.43
WC-2023003553,Emission-DPF-Regen-Failure,335,1.317,N,3920.94,2145.67,1.44
WC-2023003554,Electrical-Intermittent-Faults,470,0.355,N,3130.91,1970.63,1.78
WC-2023003555,Drivetrain-Construction-Fleet,254,1.108,N,4330.36,2909.27,-0.03
WC-2023003556,Engine-Extended-Warranty,364,0.788,N,4658.44,2195.34,-0.53
WC-2023003557,Emission-DPF-Regen-Failure,335,1.395,N,3920.94,2145.67,-0.38
WC-2023003558,Campaign-Related-Defect,1241,1.245,N,4154.73,2330.54,0.91
WC-2023003559,Emission-High-Mileage-Cascadia,339,0.368,N,3724.51,1975.33,-0.18
WC-2023003560,Brake-Rust-Belt-Winter,562,1.259,N,2534.44,1878.53,-1.04
WC-2023003561,Emission-DPF-Regen-Failure,335,0.461,N,3920.94,2145.67,-0.16
WC-2023003562,Campaign-Related-Defect,1241,0.14,N,4154.73,2330.54,1.64
WC-2023003563,Emission-DPF-Regen-Failure,335,0.116,N,3920.94,2145.67,0.82
WC-2023003564,Campaign-Related-Defect,1241,0.506,N,4154.73,2330.54,-1.62
WC-2023003565,Fuel-System-Cold-Start,390,1.919,N,3525.56,2352.52,0.28
WC-2023003566,Brake-Rust-Belt-Winter,562,1.741,N,2534.44,1878.53,-0.42
WC-2023003567,Campaign-Related-Defect,1241,1.951,N,4154.73,2330.54,1.28
WC-2023003568,Fuel-System-Cold-Start,390,1.654,N,3525.56,2352.52,-1.26
WC-2023003569,Cooling-Summer-Sun-Belt,509,0.354,N,2771.87,2089.92,1.87
WC-2023003570,Cooling-Summer-Sun-Belt,509,0.532,N,2771.87,2089.92,-0.75
WC-2023003571,Drivetrain-Construction-Fleet,254,0.134,N,4330.36,2909.27,-1.36
WC-2023003572,Emission-DPF-Regen-Failure,335,0.804,N,3920.94,2145.67,-1.38
WC-2023003573,Brake-Rust-Belt-Winter,562,1.556,N,2534.44,1878.53,0.83
WC-2023003574,Campaign-Related-Defect,1241,0.4,N,4154.73,2330.54,0.17
WC-2023003575,Cooling-Summer-Sun-Belt,509,0.415,N,2771.87,2089.92,0.48
WC-2023003576,Engine-Extended-Warranty,364,0.21,N,4658.44,2195.34,1.48
WC-2023003577,Transmission-Class8-Heavy-Use,276,0.628,N,4789.88,1996.74,0.01
WC-2023003578,Brake-Rust-Belt-Winter,562,0.675,N,2534.44,1878.53,0.33
WC-2023003579,Cooling-Summer-Sun-Belt,509,0.449,N,2771.87,2089.92,-0.76
WC-2023003580,Campaign-Related-Defect,1241,0.759,N,4154.73,2330.54,0.11
WC-2023003581,Emission-High-Mileage-Cascadia,339,0.272,N,3724.51,1975.33,-0.34
WC-2023003582,Fuel-System-Cold-Start,390,0.438,N,3525.56,2352.52,0.77
WC-2023003583,Emission-High-Mileage-Cascadia,339,1.241,N,3724.51,1975.33,-0.73
WC-2023003584,Fuel-System-Cold-Start,390,0.155,N,3525.56,2352.52,1.57
WC-2023003585,Campaign-Related-Defect,1241,1.872,N,4154.73,2330.54,-1.14
WC-2023003586,Emission-DPF-Regen-Failure,335,0.338,N,3920.94,2145.67,-1.42
WC-2023003587,Campaign-Related-Defect,1241,0.781,N,4154.73,2330.54,-0.78
WC-2023003588,Drivetrain-Construction-Fleet,254,1.896,N,4330.36,2909.27,-1.37
WC-2023003589,Emission-DPF-Regen-Failure,335,0.851,N,3920.94,2145.67,1.45
WC-2023003590,Fuel-System-Cold-Start,390,1.861,N,3525.56,2352.52,-1.28
WC-2023003591,Engine-Extended-Warranty,364,0.416,N,4658.44,2195.34,0.77
WC-2023003592,Engine-Extended-Warranty,364,3.947,Y,4658.44,2195.34,-1.18
WC-2023003593,Transmission-Class8-Heavy-Use,276,1.792,N,4789.88,1996.74,0.9
WC-2023003594,Campaign-Related-Defect,1241,1.169,N,4154.73,2330.54,-0.23
WC-2023003595,Emission-High-Mileage-Cascadia,339,0.803,N,3724.51,1975.33,-0.43
WC-2023003596,Campaign-Related-Defect,1241,1.229,N,4154.73,2330.54,0.17
WC-2023003597,Drivetrain-Construction-Fleet,254,1.772,N,4330.36,2909.27,1.48
WC-2023003598,Fuel-System-Cold-Start,390,0.324,N,3525.56,2352.52,-0.5
WC-2023003599,Campaign-Related-Defect,1241,1.331,N,4154.73,2330.54,-1.2
WC-2023003600,Cab-Body-Regional-Distribution,260,0.657,N,2397.55,2071.18,-0.73
WC-2023003601,Cab-Body-Regional-Distribution,260,1.551,N,2397.55,2071.18,-0.89
WC-2023003602,Brake-Rust-Belt-Winter,562,0.272,N,2534.44,1878.53,0.07
WC-2023003603,Cooling-Summer-Sun-Belt,509,1.07,N,2771.87,2089.92,-0.7
WC-2023003604,Emission-High-Mileage-Cascadia,339,4.05,Y,3724.51,1975.33,-0.3
WC-2023003605,Cooling-Summer-Sun-Belt,509,1.434,N,2771.87,2089.92,-0.76
WC-2023003606,Campaign-Related-Defect,1241,0.182,N,4154.73,2330.54,0.39
WC-2023003607,Emission-DPF-Regen-Failure,335,1.801,N,3920.94,2145.67,-0.42
WC-2023003608,Campaign-Related-Defect,1241,1.294,N,4154.73,2330.54,0.42
WC-2023003609,Emission-High-Mileage-Cascadia,339,1.752,N,3724.51,1975.33,0.12
WC-2023003610,Brake-Rust-Belt-Winter,562,1.294,N,2534.44,1878.53,-0.58
WC-2023003611,Campaign-Related-Defect,1241,0.679,N,4154.73,2330.54,0.4
WC-2023003612,Engine-Extended-Warranty,364,1.787,N,4658.44,2195.34,0.95
WC-2023003613,Emission-DPF-Regen-Failure,335,0.396,N,3920.94,2145.67,1.67
WC-2023003614,Emission-DPF-Regen-Failure,335,1.2,N,3920.94,2145.67,-0.38
WC-2023003615,Cooling-Summer-Sun-Belt,509,1.301,N,2771.87,2089.92,-1.12
WC-2023003616,Drivetrain-Construction-Fleet,254,1.88,N,4330.36,2909.27,0.29
WC-2023003617,Campaign-Related-Defect,1241,1.719,N,4154.73,2330.54,-0.29
WC-2023003618,Emission-High-Mileage-Cascadia,339,0.715,N,3724.51,1975.33,0.42
WC-2023003619,Cab-Body-Regional-Distribution,260,0.456,N,2397.55,2071.18,1.47
WC-2023003620,Fuel-System-Cold-Start,390,0.777,N,3525.56,2352.52,-0.48
WC-2023003621,Transmission-Class8-Heavy-Use,276,2.171,N,4789.88,1996.74,1.13
WC-2023003622,Emission-High-Mileage-Cascadia,339,1.596,N,3724.51,1975.33,1.88
WC-2023003623,Electrical-Intermittent-Faults,470,1.052,N,3130.91,1970.63,-0.32
WC-2023003624,Fuel-System-Cold-Start,390,1.647,N,3525.56,2352.52,0.59
WC-2023003625,Emission-DPF-Regen-Failure,335,1.981,N,3920.94,2145.67,-0.89
WC-2023003626,Cab-Body-Regional-Distribution,260,1.92,N,2397.55,2071.18,-0.09
WC-2023003627,Cab-Body-Regional-Distribution,260,0.571,N,2397.55,2071.18,-0.94
WC-2023003628,Electrical-Intermittent-Faults,470,0.944,N,3130.91,1970.63,2.17
WC-2023003629,Drivetrain-Construction-Fleet,254,1.874,N,4330.36,2909.27,1.26
WC-2023003630,Electrical-Intermittent-Faults,470,1.296,N,3130.91,1970.63,-0.09
WC-2023003631,Transmission-Class8-Heavy-Use,276,1.73,N,4789.88,1996.74,-1.01
WC-2023003632,Emission-High-Mileage-Cascadia,339,1.45,N,3724.51,1975.33,-1.18
WC-2023003633,Brake-Rust-Belt-Winter,562,1.984,N,2534.44,1878.53,-0.53
WC-2023003634,Emission-High-Mileage-Cascadia,339,0.746,N,3724.51,1975.33,-0.49
WC-2023003635,Drivetrain-Construction-Fleet,254,0.533,N,4330.36,2909.27,-0.72
WC-2023003636,Emission-DPF-Regen-Failure,335,0.167,N,3920.94,2145.67,0.05
WC-2023003637,Cooling-Summer-Sun-Belt,509,0.833,N,2771.87,2089.92,-0.87
WC-2023003638,Electrical-Intermittent-Faults,470,1.226,N,3130.91,1970.63,0.77
WC-2023003639,Fuel-System-Cold-Start,390,0.399,N,3525.56,2352.52,-0.49
WC-2023003640,Brake-Rust-Belt-Winter,562,0.88,N,2534.44,1878.53,-0.68
WC-2023003641,Transmission-Class8-Heavy-Use,276,0.684,N,4789.88,1996.74,-0.48
WC-2023003642,Cab-Body-Regional-Distribution,260,0.928,N,2397.55,2071.18,-0.91
WC-2023003643,Cooling-Summer-Sun-Belt,509,4.25,Y,2771.87,2089.92,-0.7
WC-2023003644,Transmission-Class8-Heavy-Use,276,1.58,N,4789.88,1996.74,-0.97
WC-2023003645,Campaign-Related-Defect,1241,0.522,N,4154.73,2330.54,-0.29
WC-2023003646,Cooling-Summer-Sun-Belt,509,0.881,N,2771.87,2089.92,1.58
WC-2023003647,Cooling-Summer-Sun-Belt,509,1.573,N,2771.87,2089.92,0.44
WC-2023003648,Cooling-Summer-Sun-Belt,509,0.582,N,2771.87,2089.92,-0.31
WC-2023003649,Cab-Body-Regional-Distribution,260,0.647,N,2397.55,2071.18,1.09
WC-2023003650,Brake-Rust-Belt-Winter,562,1.517,N,2534.44,1878.53,-0.52
WC-2023003651,Electrical-Intermittent-Faults,470,1.878,N,3130.91,1970.63,0.88
WC-2023003652,Cooling-Summer-Sun-Belt,509,0.715,N,2771.87,2089.92,-0.25
WC-2023003653,Transmission-Class8-Heavy-Use,276,1.482,N,4789.88,1996.74,-0.12
WC-2023003654,Transmission-Class8-Heavy-Use,276,1.963,N,4789.88,1996.74,-0.12
WC-2023003655,Brake-Rust-Belt-Winter,562,1.96,N,2534.44,1878.53,-0.35
WC-2023003656,Emission-High-Mileage-Cascadia,339,1.918,N,3724.51,1975.33,-0.6
WC-2023003657,Drivetrain-Construction-Fleet,254,1.535,N,4330.36,2909.27,0.05
WC-2023003658,Cooling-Summer-Sun-Belt,509,0.694,N,2771.87,2089.92,-0.29
WC-2023003659,Cab-Body-Regional-Distribution,260,0.124,N,2397.55,2071.18,2.63
WC-2023003660,Drivetrain-Construction-Fleet,254,1.254,N,4330.36,2909.27,1.69
WC-2023003661,Brake-Rust-Belt-Winter,562,4.378,Y,2534.44,1878.53,0.22
WC-2023003662,Fuel-System-Cold-Start,390,1.561,N,3525.56,2352.52,0.98
WC-2023003663,Engine-Extended-Warranty,364,0.828,N,4658.44,2195.34,0.37
WC-2023003664,Cooling-Summer-Sun-Belt,509,1.584,N,2771.87,2089.92,0.09
WC-2023003665,Transmission-Class8-Heavy-Use,276,0.75,N,4789.88,1996.74,2.86
WC-2023003666,Electrical-Intermittent-Faults,470,0.207,N,3130.91,1970.63,-0.63
WC-2023003667,Cooling-Summer-Sun-Belt,509,1.375,N,2771.87,2089.92,0.19
WC-2023003668,Cab-Body-Regional-Distribution,260,1.263,N,2397.55,2071.18,1.09
WC-2023003669,Transmission-Class8-Heavy-Use,276,0.801,N,4789.88,1996.74,0.91
WC-2023003670,Emission-DPF-Regen-Failure,335,1.214,N,3920.94,2145.67,0.72
WC-2023003671,Cooling-Summer-Sun-Belt,509,0.73,N,2771.87,2089.92,1.36
WC-2023003672,Fuel-System-Cold-Start,390,0.529,N,3525.56,2352.52,0.53
WC-2023003673,Fuel-System-Cold-Start,390,1.944,N,3525.56,2352.52,-1.28
WC-2023003674,Engine-Extended-Warranty,364,1.435,N,4658.44,2195.34,-0.27
WC-2023003675,Brake-Rust-Belt-Winter,562,1.225,N,2534.44,1878.53,0.61
WC-2023003676,Campaign-Related-Defect,1241,1.314,N,4154.73,2330.54,-0.16
WC-2023003677,Campaign-Related-Defect,1241,0.892,N,4154.73,2330.54,-0.97
WC-2023003678,Campaign-Related-Defect,1241,1.216,N,4154.73,2330.54,1.56
WC-2023003679,Cab-Body-Regional-Distribution,260,1.941,N,2397.55,2071.18,0.63
WC-2023003680,Electrical-Intermittent-Faults,470,0.132,N,3130.91,1970.63,-0.64
WC-2023003681,Cab-Body-Regional-Distribution,260,0.344,N,2397.55,2071.18,-0.97
WC-2023003682,Brake-Rust-Belt-Winter,562,1.14,N,2534.44,1878.53,-0.57
WC-2023003683,Campaign-Related-Defect,1241,0.447,N,4154.73,2330.54,-0.36
WC-2023003684,Electrical-Intermittent-Faults,470,1.454,N,3130.91,1970.63,-1.39
WC-2023003685,Cab-Body-Regional-Distribution,260,0.592,N,2397.55,2071.18,-0.91
WC-2023003686,Cooling-Summer-Sun-Belt,509,1.482,N,2771.87,2089.92,-0.47
WC-2023003687,Campaign-Related-Defect,1241,1.441,N,4154.73,2330.54,0.47
WC-2023003688,Emission-High-Mileage-Cascadia,339,1.913,N,3724.51,1975.33,-0.21
WC-2023003689,Drivetrain-Construction-Fleet,254,1.4,N,4330.36,2909.27,0.17
WC-2023003690,Drivetrain-Construction-Fleet,254,1.362,N,4330.36,2909.27,-1.36
WC-2023003691,Transmission-Class8-Heavy-Use,276,3.882,Y,4789.88,1996.74,-0.39
WC-2023003692,Campaign-Related-Defect,1241,0.86,N,4154.73,2330.54,1.34
WC-2023003693,Emission-DPF-Regen-Failure,335,1.063,N,3920.94,2145.67,0.41
WC-2023003694,Brake-Rust-Belt-Winter,562,1.399,N,2534.44,1878.53,-0.64
WC-2023003695,Electrical-Intermittent-Faults,470,1.164,N,3130.91,1970.63,-0.87
WC-2023003696,Electrical-Intermittent-Faults,470,1.268,N,3130.91,1970.63,-1.21
WC-2023003697,Electrical-Intermittent-Faults,470,1.939,N,3130.91,1970.63,1.13
WC-2023003698,Fuel-System-Cold-Start,390,0.721,N,3525.56,2352.52,-1.27
WC-2023003699,Emission-High-Mileage-Cascadia,339,1.537,N,3724.51,1975.33,-0.36
WC-2023003700,Emission-High-Mileage-Cascadia,339,1.681,N,3724.51,1975.33,1.19
WC-2023003701,Cooling-Summer-Sun-Belt,509,1.052,N,2771.87,2089.92,-0.21
WC-2023003702,Engine-Extended-Warranty,364,0.822,N,4658.44,2195.34,0.27
WC-2023003703,Transmission-Class8-Heavy-Use,276,0.88,N,4789.88,1996.74,-0.96
WC-2023003704,Cooling-Summer-Sun-Belt,509,1.175,N,2771.87,2089.92,0.32
WC-2023003705,Brake-Rust-Belt-Winter,562,1.894,N,2534.44,1878.53,-0.59
WC-2023003706,Cooling-Summer-Sun-Belt,509,1.266,N,2771.87,2089.92,0.15
WC-2023003707,Cab-Body-Regional-Distribution,260,1.788,N,2397.55,2071.18,-0.79
WC-2023003708,Campaign-Related-Defect,1241,1.769,N,4154.73,2330.54,1.6
WC-2023003709,Cooling-Summer-Sun-Belt,509,0.996,N,2771.87,2089.92,-0.73
WC-2023003710,Fuel-System-Cold-Start,390,0.455,N,3525.56,2352.52,-0.04
WC-2023003711,Cooling-Summer-Sun-Belt,509,1.085,N,2771.87,2089.92,-0.69
WC-2023003712,Campaign-Related-Defect,1241,1.842,N,4154.73,2330.54,-0.02
WC-2023003713,Electrical-Intermittent-Faults,470,3.958,Y,3130.91,1970.63,-0.45
WC-2023003714,Campaign-Related-Defect,1241,1.966,N,4154.73,2330.54,-0.59
WC-2023003715,Campaign-Related-Defect,1241,0.26,N,4154.73,2330.54,-0.13
WC-2023003716,Brake-Rust-Belt-Winter,562,0.627,N,2534.44,1878.53,2.32
WC-2023003717,Cooling-Summer-Sun-Belt,509,1.697,N,2771.87,2089.92,-0.92
WC-2023003718,Cooling-Summer-Sun-Belt,509,1.641,N,2771.87,2089.92,0.71
WC-2023003719,Campaign-Related-Defect,1241,1.53,N,4154.73,2330.54,-1.12
WC-2023003720,Emission-High-Mileage-Cascadia,339,0.575,N,3724.51,1975.33,1.87
WC-2023003721,Transmission-Class8-Heavy-Use,276,1.439,N,4789.88,1996.74,-0.28
WC-2023003722,Campaign-Related-Defect,1241,0.174,N,4154.73,2330.54,-0.52
WC-2023003723,Engine-Extended-Warranty,364,0.118,N,4658.44,2195.34,-0.13
WC-2023003724,Cooling-Summer-Sun-Belt,509,1.085,N,2771.87,2089.92,1.84
WC-2023003725,Fuel-System-Cold-Start,390,1.303,N,3525.56,2352.52,0.72
WC-2023003726,Brake-Rust-Belt-Winter,562,2.296,N,2534.44,1878.53,0.23
WC-2023003727,Emission-High-Mileage-Cascadia,339,1.677,N,3724.51,1975.33,-0.31
WC-2023003728,Fuel-System-Cold-Start,390,0.832,N,3525.56,2352.52,0.24
WC-2023003729,Cab-Body-Regional-Distribution,260,1.076,N,2397.55,2071.18,-0.95
WC-2023003730,Emission-DPF-Regen-Failure,335,1.499,N,3920.94,2145.67,-0.96
WC-2023003731,Campaign-Related-Defect,1241,1.878,N,4154.73,2330.54,0.86
WC-2023003732,Engine-Extended-Warranty,364,0.375,N,4658.44,2195.34,0.41
WC-2023003733,Brake-Rust-Belt-Winter,562,1.837,N,2534.44,1878.53,-1.06
WC-2023003734,Electrical-Intermittent-Faults,470,0.483,N,3130.91,1970.63,-0.93
WC-2023003735,Cooling-Summer-Sun-Belt,509,0.245,N,2771.87,2089.92,0.87
WC-2023003736,Electrical-Intermittent-Faults,470,3.506,Y,3130.91,1970.63,-0.85
WC-2023003737,Emission-DPF-Regen-Failure,335,1.122,N,3920.94,2145.67,-0.94
WC-2023003738,Cab-Body-Regional-Distribution,260,1.973,N,2397.55,2071.18,2.41
WC-2023003739,Cab-Body-Regional-Distribution,260,1.367,N,2397.55,2071.18,1.09
WC-2023003740,Emission-High-Mileage-Cascadia,339,0.385,N,3724.51,1975.33,-0.81
WC-2023003741,Transmission-Class8-Heavy-Use,276,1.64,N,4789.88,1996.74,-1.09
WC-2023003742,Emission-DPF-Regen-Failure,335,0.903,N,3920.94,2145.67,-0.35
WC-2023003743,Electrical-Intermittent-Faults,470,1.436,N,3130.91,1970.63,-0.96
WC-2023003744,Campaign-Related-Defect,1241,0.327,N,4154.73,2330.54,-0.44
WC-2023003745,Campaign-Related-Defect,1241,1.319,N,4154.73,2330.54,0.48
WC-2023003746,Fuel-System-Cold-Start,390,0.688,N,3525.56,2352.52,-1.27
WC-2023003747,Campaign-Related-Defect,1241,0.176,N,4154.73,2330.54,-0.73
WC-2023003748,Fuel-System-Cold-Start,390,0.242,N,3525.56,2352.52,-0.12
WC-2023003749,Emission-DPF-Regen-Failure,335,1.127,N,3920.94,2145.67,0.28
WC-2023003750,Brake-Rust-Belt-Winter,562,0.858,N,2534.44,1878.53,-0.65
WC-2023003751,Emission-DPF-Regen-Failure,335,0.202,N,3920.94,2145.67,1.05
WC-2023003752,Drivetrain-Construction-Fleet,254,0.754,N,4330.36,2909.27,1.24
WC-2023003753,Engine-Extended-Warranty,364,0.125,N,4658.44,2195.34,0.03
WC-2023003754,Campaign-Related-Defect,1241,1.229,N,4154.73,2330.54,-0.84
WC-2023003755,Emission-DPF-Regen-Failure,335,1.374,N,3920.94,2145.67,1.73
WC-2023003756,Engine-Extended-Warranty,364,1.925,N,4658.44,2195.34,-0.16
WC-2023003757,Transmission-Class8-Heavy-Use,276,0.13,N,4789.88,1996.74,0.21
WC-2023003758,Campaign-Related-Defect,1241,0.305,N,4154.73,2330.54,1.52
WC-2023003759,Brake-Rust-Belt-Winter,562,1.96,N,2534.44,1878.53,-0.53
WC-2023003760,Engine-Extended-Warranty,364,1.017,N,4658.44,2195.34,0.93
WC-2023003761,Fuel-System-Cold-Start,390,1.104,N,3525.56,2352.52,-0.52
WC-2023003762,Campaign-Related-Defect,1241,1.102,N,4154.73,2330.54,-0.17
WC-2023003763,Emission-DPF-Regen-Failure,335,1.909,N,3920.94,2145.67,1.04
WC-2023003764,Transmission-Class8-Heavy-Use,276,1.073,N,4789.88,1996.74,-0.12
WC-2023003765,Electrical-Intermittent-Faults,470,1.599,N,3130.91,1970.63,0.23
WC-2023003766,Campaign-Related-Defect,1241,0.984,N,4154.73,2330.54,0.16
WC-2023003767,Campaign-Related-Defect,1241,0.744,N,4154.73,2330.54,-0.41
WC-2023003768,Electrical-Intermittent-Faults,470,0.693,N,3130.91,1970.63,-0.6
WC-2023003769,Emission-High-Mileage-Cascadia,339,0.178,N,3724.51,1975.33,-0.37
WC-2023003770,Brake-Rust-Belt-Winter,562,0.96,N,2534.44,1878.53,0.98
WC-2023003771,Brake-Rust-Belt-Winter,562,0.182,N,2534.44,1878.53,1.59
WC-2023003772,Cooling-Summer-Sun-Belt,509,0.648,N,2771.87,2089.92,-0.22
WC-2023003773,Emission-High-Mileage-Cascadia,339,1.543,N,3724.51,1975.33,2.4
WC-2023003774,Fuel-System-Cold-Start,390,1.233,N,3525.56,2352.52,0.04
WC-2023003775,Fuel-System-Cold-Start,390,0.402,N,3525.56,2352.52,-0.45
WC-2023003776,Emission-High-Mileage-Cascadia,339,0.704,N,3724.51,1975.33,-0.31
WC-2023003777,Fuel-System-Cold-Start,390,1.988,N,3525.56,2352.52,1.51
WC-2023003778,Engine-Extended-Warranty,364,0.994,N,4658.44,2195.34,-0.89
WC-2023003779,Campaign-Related-Defect,1241,1.904,N,4154.73,2330.54,-1.62
WC-2023003780,Campaign-Related-Defect,1241,1.53,N,4154.73,2330.54,1.84
WC-2023003781,Campaign-Related-Defect,1241,1.177,N,4154.73,2330.54,-1.11
WC-2023003782,Campaign-Related-Defect,1241,0.471,N,4154.73,2330.54,0.05
WC-2023003783,Campaign-Related-Defect,1241,0.93,N,4154.73,2330.54,-0.19
WC-2023003784,Brake-Rust-Belt-Winter,562,0.201,N,2534.44,1878.53,0.18
WC-2023003785,Cooling-Summer-Sun-Belt,509,1.636,N,2771.87,2089.92,0.38
WC-2023003786,Cooling-Summer-Sun-Belt,509,1.419,N,2771.87,2089.92,-0.52
WC-2023003787,Electrical-Intermittent-Faults,470,1.143,N,3130.91,1970.63,-0.91
WC-2023003788,Engine-Extended-Warranty,364,0.623,N,4658.44,2195.34,-1.22
WC-2023003789,Electrical-Intermittent-Faults,470,0.882,N,3130.91,1970.63,-0.86
WC-2023003790,Campaign-Related-Defect,1241,0.56,N,4154.73,2330.54,0.32
WC-2023003791,Drivetrain-Construction-Fleet,254,1.79,N,4330.36,2909.27,-1.35
WC-2023003792,Transmission-Class8-Heavy-Use,276,0.609,N,4789.88,1996.74,-0.48
WC-2023003793,Emission-DPF-Regen-Failure,335,1.394,N,3920.94,2145.67,-1.15
WC-2023003794,Campaign-Related-Defect,1241,0.567,N,4154.73,2330.54,0.27
WC-2023003795,Emission-DPF-Regen-Failure,335,1.354,N,3920.94,2145.67,0.02
WC-2023003796,Electrical-Intermittent-Faults,470,1.639,N,3130.91,1970.63,1.48
WC-2023003797,Campaign-Related-Defect,1241,0.137,N,4154.73,2330.54,2.36
WC-2023003798,Brake-Rust-Belt-Winter,562,0.478,N,2534.44,1878.53,-0.64
WC-2023003799,Electrical-Intermittent-Faults,470,0.96,N,3130.91,1970.63,-0.34
WC-2023003800,Campaign-Related-Defect,1241,2.546,N,4154.73,2330.54,0.79
WC-2023003801,Emission-DPF-Regen-Failure,335,1.286,N,3920.94,2145.67,-0.28
WC-2023003802,Campaign-Related-Defect,1241,0.998,N,4154.73,2330.54,-1.15
WC-2023003803,Drivetrain-Construction-Fleet,254,1.477,N,4330.36,2909.27,0.33
WC-2023003804,Emission-High-Mileage-Cascadia,339,1.205,N,3724.51,1975.33,-1.41
WC-2023003805,Brake-Rust-Belt-Winter,562,1.636,N,2534.44,1878.53,2.03
WC-2023003806,Emission-High-Mileage-Cascadia,339,1.774,N,3724.51,1975.33,-0.43
WC-2023003807,Drivetrain-Construction-Fleet,254,1.917,N,4330.36,2909.27,-0.0
WC-2023003808,Cooling-Summer-Sun-Belt,509,1.937,N,2771.87,2089.92,0.11
WC-2023003809,Campaign-Related-Defect,1241,1.835,N,4154.73,2330.54,-0.9
WC-2023003810,Drivetrain-Construction-Fleet,254,1.489,N,4330.36,2909.27,-1.36
WC-2023003811,Fuel-System-Cold-Start,390,0.628,N,3525.56,2352.52,2.01
WC-2023003812,Engine-Extended-Warranty,364,1.902,N,4658.44,2195.34,-0.43
WC-2023003813,Electrical-Intermittent-Faults,470,1.627,N,3130.91,1970.63,-0.85
WC-2023003814,Emission-DPF-Regen-Failure,335,2.764,N,3920.94,2145.67,2.58
WC-2023003815,Engine-Extended-Warranty,364,1.305,N,4658.44,2195.34,0.05
WC-2023003816,Engine-Extended-Warranty,364,1.882,N,4658.44,2195.34,-0.55
WC-2023003817,Campaign-Related-Defect,1241,0.928,N,4154.73,2330.54,0.81
WC-2023003818,Electrical-Intermittent-Faults,470,3.387,Y,3130.91,1970.63,-0.15
WC-2023003819,Emission-DPF-Regen-Failure,335,0.875,N,3920.94,2145.67,-0.22
WC-2023003820,Brake-Rust-Belt-Winter,562,0.427,N,2534.44,1878.53,-1.12
WC-2023003821,Campaign-Related-Defect,1241,0.618,N,4154.73,2330.54,-0.68
WC-2023003822,Campaign-Related-Defect,1241,1.764,N,4154.73,2330.54,-0.82
WC-2023003823,Cab-Body-Regional-Distribution,260,1.468,N,2397.55,2071.18,-0.11
WC-2023003824,Cooling-Summer-Sun-Belt,509,0.924,N,2771.87,2089.92,0.59
WC-2023003825,Cooling-Summer-Sun-Belt,509,0.323,N,2771.87,2089.92,0.82
WC-2023003826,Emission-DPF-Regen-Failure,335,1.671,N,3920.94,2145.67,1.19
WC-2023003827,Brake-Rust-Belt-Winter,562,0.848,N,2534.44,1878.53,1.26
WC-2023003828,Campaign-Related-Defect,1241,0.465,N,4154.73,2330.54,-0.82
WC-2023003829,Electrical-Intermittent-Faults,470,0.555,N,3130.91,1970.63,-0.9
WC-2023003830,Emission-High-Mileage-Cascadia,339,1.22,N,3724.51,1975.33,-0.89
WC-2023003831,Engine-Extended-Warranty,364,1.823,N,4658.44,2195.34,-0.51
WC-2023003832,Fuel-System-Cold-Start,390,0.636,N,3525.56,2352.52,-1.12
WC-2023003833,Campaign-Related-Defect,1241,1.877,N,4154.73,2330.54,1.39
WC-2023003834,Engine-Extended-Warranty,364,0.584,N,4658.44,2195.34,-1.16
WC-2023003835,Brake-Rust-Belt-Winter,562,0.629,N,2534.44,1878.53,0.32
WC-2023003836,Drivetrain-Construction-Fleet,254,0.902,N,4330.36,2909.27,-1.02
WC-2023003837,Brake-Rust-Belt-Winter,562,1.335,N,2534.44,1878.53,0.34
WC-2023003838,Engine-Extended-Warranty,364,1.692,N,4658.44,2195.34,-0.18
WC-2023003839,Transmission-Class8-Heavy-Use,276,0.469,N,4789.88,1996.74,-0.32
WC-2023003840,Campaign-Related-Defect,1241,1.538,N,4154.73,2330.54,-0.25
WC-2023003841,Campaign-Related-Defect,1241,1.79,N,4154.73,2330.54,-1.22
WC-2023003842,Cab-Body-Regional-Distribution,260,1.711,N,2397.55,2071.18,-0.92
WC-2023003843,Fuel-System-Cold-Start,390,1.889,N,3525.56,2352.52,-0.44
WC-2023003844,Cab-Body-Regional-Distribution,260,0.768,N,2397.55,2071.18,-0.89
WC-2023003845,Emission-DPF-Regen-Failure,335,1.949,N,3920.94,2145.67,0.02
WC-2023003846,Drivetrain-Construction-Fleet,254,0.705,N,4330.36,2909.27,-1.36
WC-2023003847,Drivetrain-Construction-Fleet,254,1.377,N,4330.36,2909.27,-1.35
WC-2023003848,Campaign-Related-Defect,1241,0.72,N,4154.73,2330.54,2.17
WC-2023003849,Campaign-Related-Defect,1241,0.219,N,4154.73,2330.54,-0.18
