pfp_id,part_number,part_description,model_name,model_year,vehicles_in_population,expected_failure_rate_per_1000,actual_failure_count,actual_failure_rate_per_1000,deviation_pct,trend,period,last_updated
PFP-00561,A-001-030-80-00,Battery Disconnect Switch,Freightliner 114SD,2021,4264,3.32,20,4.69,41.3,Stable,2021-FY,2025-12-01
PFP-00562,A-001-030-80-00,Battery Disconnect Switch,Freightliner 114SD,2022,11490,5.67,94,8.18,44.3,Increasing,2022-FY,2025-12-01
PFP-00563,A-001-030-80-00,Battery Disconnect Switch,Freightliner 114SD,2023,14099,3.24,32,2.27,-29.9,Stable,2023-FY,2025-12-01
PFP-00564,A-001-030-80-00,Battery Disconnect Switch,Freightliner 114SD,2024,12385,3.0,44,3.55,18.3,Spike,2024-FY,2025-12-01
PFP-00565,A-001-030-80-00,Battery Disconnect Switch,Freightliner M2 112,2021,8728,2.81,1,0.11,-96.1,Spike,2021-FY,2025-12-01
PFP-00566,A-001-030-80-00,Battery Disconnect Switch,Freightliner M2 112,2022,10854,1.89,4,0.37,-80.4,Stable,2022-FY,2025-12-01
PFP-00567,A-001-030-80-00,Battery Disconnect Switch,Freightliner M2 112,2023,2008,3.2,5,2.49,-22.2,Decreasing,2023-FY,2025-12-01
PFP-00568,A-001-030-80-00,Battery Disconnect Switch,Freightliner M2 112,2024,6430,2.2,12,1.87,-15.0,Increasing,2024-FY,2025-12-01
PFP-00569,A-001-030-80-00,Battery Disconnect Switch,Freightliner Cascadia,2021,5118,4.12,23,4.49,9.0,Spike,2021-FY,2025-12-01
PFP-00570,A-001-030-80-00,Battery Disconnect Switch,Freightliner Cascadia,2022,8235,2.6,18,2.19,-15.8,Stable,2022-FY,2025-12-01
PFP-00571,A-001-030-80-00,Battery Disconnect Switch,Freightliner Cascadia,2023,14094,3.47,6,0.43,-87.6,Increasing,2023-FY,2025-12-01
PFP-00572,A-001-030-80-00,Battery Disconnect Switch,Freightliner Cascadia,2024,12871,3.3,3,0.23,-93.0,Increasing,2024-FY,2025-12-01
PFP-00573,A-001-030-80-00,Battery Disconnect Switch,Freightliner M2 106,2021,5450,3.79,10,1.83,-51.7,Increasing,2021-FY,2025-12-01
PFP-00574,A-001-030-80-00,Battery Disconnect Switch,Freightliner M2 106,2022,10923,1.71,26,2.38,39.2,Decreasing,2022-FY,2025-12-01
PFP-00575,A-001-030-80-00,Battery Disconnect Switch,Freightliner M2 106,2023,14985,4.08,55,3.67,-10.0,Decreasing,2023-FY,2025-12-01
PFP-00576,A-001-030-80-00,Battery Disconnect Switch,Freightliner M2 106,2024,10096,6.24,1,0.1,-98.4,Spike,2024-FY,2025-12-01
PFP-00577,A-001-030-80-00,Battery Disconnect Switch,Western Star 49X,2021,9639,0.61,7,0.73,19.7,Stable,2021-FY,2025-12-01
PFP-00578,A-001-030-80-00,Battery Disconnect Switch,Western Star 49X,2022,10590,1.63,15,1.42,-12.9,Increasing,2022-FY,2025-12-01
PFP-00579,A-001-030-80-00,Battery Disconnect Switch,Western Star 49X,2023,14827,4.25,28,1.89,-55.5,Decreasing,2023-FY,2025-12-01
PFP-00580,A-001-030-80-00,Battery Disconnect Switch,Western Star 49X,2024,2221,3.55,10,4.5,26.8,Decreasing,2024-FY,2025-12-01
PFP-00581,A-001-030-80-00,Battery Disconnect Switch,Freightliner 108SD,2021,5828,1.97,4,0.69,-65.0,Increasing,2021-FY,2025-12-01
PFP-00582,A-001-030-80-00,Battery Disconnect Switch,Freightliner 108SD,2022,8068,3.19,33,4.09,28.2,Stable,2022-FY,2025-12-01
PFP-00583,A-001-030-80-00,Battery Disconnect Switch,Freightliner 108SD,2023,11660,6.01,84,7.2,19.8,Increasing,2023-FY,2025-12-01
PFP-00584,A-001-030-80-00,Battery Disconnect Switch,Freightliner 108SD,2024,12954,4.89,71,5.48,12.1,Stable,2024-FY,2025-12-01
PFP-00585,A-001-030-80-00,Battery Disconnect Switch,Western Star 47X,2021,6071,1.35,9,1.48,9.6,Decreasing,2021-FY,2025-12-01
PFP-00586,A-001-030-80-00,Battery Disconnect Switch,Western Star 47X,2022,6884,2.07,10,1.45,-30.0,Decreasing,2022-FY,2025-12-01
PFP-00587,A-001-030-80-00,Battery Disconnect Switch,Western Star 47X,2023,6493,6.87,53,8.16,18.8,Spike,2023-FY,2025-12-01
PFP-00588,A-001-030-80-00,Battery Disconnect Switch,Western Star 47X,2024,1273,2.39,1,0.79,-66.9,Decreasing,2024-FY,2025-12-01
PFP-00589,A-001-997-70-00,Fuel Filter Housing,Freightliner 114SD,2021,7932,1.89,21,2.65,40.2,Stable,2021-FY,2025-12-01
PFP-00590,A-001-997-70-00,Fuel Filter Housing,Freightliner 114SD,2022,4927,7.47,36,7.31,-2.1,Spike,2022-FY,2025-12-01
PFP-00591,A-001-997-70-00,Fuel Filter Housing,Freightliner 114SD,2023,1118,3.85,5,4.47,16.1,Spike,2023-FY,2025-12-01
PFP-00592,A-001-997-70-00,Fuel Filter Housing,Freightliner 114SD,2024,5960,6.34,12,2.01,-68.3,Stable,2024-FY,2025-12-01
PFP-00593,A-001-997-70-00,Fuel Filter Housing,Freightliner M2 112,2021,7530,7.38,14,1.86,-74.8,Spike,2021-FY,2025-12-01
PFP-00594,A-001-997-70-00,Fuel Filter Housing,Freightliner M2 112,2022,6501,3.24,1,0.15,-95.4,Decreasing,2022-FY,2025-12-01
PFP-00595,A-001-997-70-00,Fuel Filter Housing,Freightliner M2 112,2023,11366,4.08,50,4.4,7.8,Increasing,2023-FY,2025-12-01
PFP-00596,A-001-997-70-00,Fuel Filter Housing,Freightliner M2 112,2024,10060,6.65,97,9.64,45.0,Spike,2024-FY,2025-12-01
PFP-00597,A-001-997-70-00,Fuel Filter Housing,Freightliner Cascadia,2021,14272,2.35,34,2.38,1.3,Spike,2021-FY,2025-12-01
PFP-00598,A-001-997-70-00,Fuel Filter Housing,Freightliner Cascadia,2022,3365,1.85,6,1.78,-3.8,Spike,2022-FY,2025-12-01
PFP-00599,A-001-997-70-00,Fuel Filter Housing,Freightliner Cascadia,2023,3879,3.79,18,4.64,22.4,Increasing,2023-FY,2025-12-01
PFP-00600,A-001-997-70-00,Fuel Filter Housing,Freightliner Cascadia,2024,650,3.33,4,6.15,84.7,Spike,2024-FY,2025-12-01
PFP-00601,A-001-997-70-00,Fuel Filter Housing,Freightliner M2 106,2021,11606,4.22,44,3.79,-10.2,Decreasing,2021-FY,2025-12-01
PFP-00602,A-001-997-70-00,Fuel Filter Housing,Freightliner M2 106,2022,12137,1.18,6,0.49,-58.5,Stable,2022-FY,2025-12-01
PFP-00603,A-001-997-70-00,Fuel Filter Housing,Freightliner M2 106,2023,1874,5.91,5,2.67,-54.8,Stable,2023-FY,2025-12-01
PFP-00604,A-001-997-70-00,Fuel Filter Housing,Freightliner M2 106,2024,1490,0.76,2,1.34,76.3,Stable,2024-FY,2025-12-01
PFP-00605,A-001-997-70-00,Fuel Filter Housing,Western Star 49X,2021,4294,0.96,3,0.7,-27.1,Stable,2021-FY,2025-12-01
PFP-00606,A-001-997-70-00,Fuel Filter Housing,Western Star 49X,2022,14995,2.75,26,1.73,-37.1,Stable,2022-FY,2025-12-01
PFP-00607,A-001-997-70-00,Fuel Filter Housing,Western Star 49X,2023,11506,5.67,69,6.0,5.8,Stable,2023-FY,2025-12-01
PFP-00608,A-001-997-70-00,Fuel Filter Housing,Western Star 49X,2024,9355,2.79,23,2.46,-11.8,Decreasing,2024-FY,2025-12-01
PFP-00609,A-001-997-70-00,Fuel Filter Housing,Freightliner 108SD,2021,3753,1.19,5,1.33,11.8,Stable,2021-FY,2025-12-01
PFP-00610,A-001-997-70-00,Fuel Filter Housing,Freightliner 108SD,2022,8440,2.83,22,2.61,-7.8,Increasing,2022-FY,2025-12-01
PFP-00611,A-001-997-70-00,Fuel Filter Housing,Freightliner 108SD,2023,3074,2.56,2,0.65,-74.6,Spike,2023-FY,2025-12-01
PFP-00612,A-001-997-70-00,Fuel Filter Housing,Freightliner 108SD,2024,601,2.77,2,3.33,20.2,Decreasing,2024-FY,2025-12-01
PFP-00613,A-001-997-70-00,Fuel Filter Housing,Western Star 47X,2021,1221,2.42,2,1.64,-32.2,Stable,2021-FY,2025-12-01
PFP-00614,A-001-997-70-00,Fuel Filter Housing,Western Star 47X,2022,14384,4.96,13,0.9,-81.9,Decreasing,2022-FY,2025-12-01
PFP-00615,A-001-997-70-00,Fuel Filter Housing,Western Star 47X,2023,1303,2.62,5,3.84,46.6,Increasing,2023-FY,2025-12-01
PFP-00616,A-001-997-70-00,Fuel Filter Housing,Western Star 47X,2024,14641,2.61,1,0.07,-97.3,Spike,2024-FY,2025-12-01
PFP-00617,A-460-350-02-00,Slack Adjuster,Freightliner 114SD,2021,5676,0.65,3,0.53,-18.5,Increasing,2021-FY,2025-12-01
PFP-00618,A-460-350-02-00,Slack Adjuster,Freightliner 114SD,2022,9362,2.47,33,3.52,42.5,Spike,2022-FY,2025-12-01
PFP-00619,A-460-350-02-00,Slack Adjuster,Freightliner 114SD,2023,13144,3.64,8,0.61,-83.2,Increasing,2023-FY,2025-12-01
PFP-00620,A-460-350-02-00,Slack Adjuster,Freightliner 114SD,2024,12419,6.84,99,7.97,16.5,Decreasing,2024-FY,2025-12-01
PFP-00621,A-460-350-02-00,Slack Adjuster,Freightliner M2 112,2021,5765,4.2,13,2.25,-46.4,Spike,2021-FY,2025-12-01
PFP-00622,A-460-350-02-00,Slack Adjuster,Freightliner M2 112,2022,7149,2.86,4,0.56,-80.4,Spike,2022-FY,2025-12-01
PFP-00623,A-460-350-02-00,Slack Adjuster,Freightliner M2 112,2023,12429,0.67,13,1.05,56.7,Spike,2023-FY,2025-12-01
PFP-00624,A-460-350-02-00,Slack Adjuster,Freightliner M2 112,2024,4378,1.41,10,2.28,61.7,Spike,2024-FY,2025-12-01
PFP-00625,A-460-350-02-00,Slack Adjuster,Freightliner Cascadia,2021,14765,4.73,75,5.08,7.4,Increasing,2021-FY,2025-12-01
PFP-00626,A-460-350-02-00,Slack Adjuster,Freightliner Cascadia,2022,6380,0.53,3,0.47,-11.3,Spike,2022-FY,2025-12-01
PFP-00627,A-460-350-02-00,Slack Adjuster,Freightliner Cascadia,2023,991,7.01,7,7.06,0.7,Increasing,2023-FY,2025-12-01
PFP-00628,A-460-350-02-00,Slack Adjuster,Freightliner Cascadia,2024,5861,1.94,8,1.36,-29.9,Increasing,2024-FY,2025-12-01
PFP-00629,A-460-350-02-00,Slack Adjuster,Freightliner M2 106,2021,1422,2.03,2,1.41,-30.5,Spike,2021-FY,2025-12-01
PFP-00630,A-460-350-02-00,Slack Adjuster,Freightliner M2 106,2022,12110,0.8,7,0.58,-27.5,Stable,2022-FY,2025-12-01
PFP-00631,A-460-350-02-00,Slack Adjuster,Freightliner M2 106,2023,9274,1.59,12,1.29,-18.9,Stable,2023-FY,2025-12-01
PFP-00632,A-460-350-02-00,Slack Adjuster,Freightliner M2 106,2024,3222,4.76,1,0.31,-93.5,Spike,2024-FY,2025-12-01
PFP-00633,A-460-350-02-00,Slack Adjuster,Western Star 49X,2021,6399,5.64,25,3.91,-30.7,Spike,2021-FY,2025-12-01
PFP-00634,A-460-350-02-00,Slack Adjuster,Western Star 49X,2022,8136,6.04,65,7.99,32.3,Increasing,2022-FY,2025-12-01
PFP-00635,A-460-350-02-00,Slack Adjuster,Western Star 49X,2023,11319,4.6,77,6.8,47.8,Decreasing,2023-FY,2025-12-01
PFP-00636,A-460-350-02-00,Slack Adjuster,Western Star 49X,2024,1490,4.31,3,2.01,-53.4,Decreasing,2024-FY,2025-12-01
PFP-00637,A-460-350-02-00,Slack Adjuster,Freightliner 108SD,2021,13595,4.5,60,4.41,-2.0,Increasing,2021-FY,2025-12-01
PFP-00638,A-460-350-02-00,Slack Adjuster,Freightliner 108SD,2022,5145,1.16,9,1.75,50.9,Increasing,2022-FY,2025-12-01
PFP-00639,A-460-350-02-00,Slack Adjuster,Freightliner 108SD,2023,8771,6.09,18,2.05,-66.3,Stable,2023-FY,2025-12-01
PFP-00640,A-460-350-02-00,Slack Adjuster,Freightliner 108SD,2024,13889,0.52,8,0.58,11.5,Stable,2024-FY,2025-12-01
PFP-00641,A-460-350-02-00,Slack Adjuster,Western Star 47X,2021,7027,2.79,24,3.42,22.6,Spike,2021-FY,2025-12-01
PFP-00642,A-460-350-02-00,Slack Adjuster,Western Star 47X,2022,1216,7.64,14,11.51,50.7,Decreasing,2022-FY,2025-12-01
PFP-00643,A-460-350-02-00,Slack Adjuster,Western Star 47X,2023,3872,1.85,9,2.32,25.4,Spike,2023-FY,2025-12-01
PFP-00644,A-460-350-02-00,Slack Adjuster,Western Star 47X,2024,6316,6.34,24,3.8,-40.1,Increasing,2024-FY,2025-12-01
PFP-00645,A-001-545-80-00,Oil Cooler,Freightliner 114SD,2021,5381,7.08,11,2.04,-71.2,Increasing,2021-FY,2025-12-01
PFP-00646,A-001-545-80-00,Oil Cooler,Freightliner 114SD,2022,13118,1.78,16,1.22,-31.5,Decreasing,2022-FY,2025-12-01
PFP-00647,A-001-545-80-00,Oil Cooler,Freightliner 114SD,2023,2158,1.81,6,2.78,53.6,Decreasing,2023-FY,2025-12-01
PFP-00648,A-001-545-80-00,Oil Cooler,Freightliner 114SD,2024,573,1.12,1,1.75,56.2,Stable,2024-FY,2025-12-01
PFP-00649,A-001-545-80-00,Oil Cooler,Freightliner M2 112,2021,5357,2.74,13,2.43,-11.3,Increasing,2021-FY,2025-12-01
PFP-00650,A-001-545-80-00,Oil Cooler,Freightliner M2 112,2022,7760,2.29,2,0.26,-88.6,Decreasing,2022-FY,2025-12-01
PFP-00651,A-001-545-80-00,Oil Cooler,Freightliner M2 112,2023,879,7.74,3,3.41,-55.9,Increasing,2023-FY,2025-12-01
PFP-00652,A-001-545-80-00,Oil Cooler,Freightliner M2 112,2024,12058,3.08,2,0.17,-94.5,Decreasing,2024-FY,2025-12-01
PFP-00653,A-001-545-80-00,Oil Cooler,Freightliner Cascadia,2021,3750,4.84,11,2.93,-39.5,Decreasing,2021-FY,2025-12-01
PFP-00654,A-001-545-80-00,Oil Cooler,Freightliner Cascadia,2022,6715,6.0,2,0.3,-95.0,Decreasing,2022-FY,2025-12-01
PFP-00655,A-001-545-80-00,Oil Cooler,Freightliner Cascadia,2023,13188,7.16,75,5.69,-20.5,Decreasing,2023-FY,2025-12-01
PFP-00656,A-001-545-80-00,Oil Cooler,Freightliner Cascadia,2024,1640,1.03,3,1.83,77.7,Stable,2024-FY,2025-12-01
PFP-00657,A-001-545-80-00,Oil Cooler,Freightliner M2 106,2021,667,4.35,1,1.5,-65.5,Stable,2021-FY,2025-12-01
PFP-00658,A-001-545-80-00,Oil Cooler,Freightliner M2 106,2022,2665,2.26,9,3.38,49.6,Spike,2022-FY,2025-12-01
PFP-00659,A-001-545-80-00,Oil Cooler,Freightliner M2 106,2023,7445,5.67,40,5.37,-5.3,Spike,2023-FY,2025-12-01
PFP-00660,A-001-545-80-00,Oil Cooler,Freightliner M2 106,2024,981,7.77,7,7.14,-8.1,Stable,2024-FY,2025-12-01
PFP-00661,A-001-545-80-00,Oil Cooler,Western Star 49X,2021,11809,5.01,80,6.77,35.1,Increasing,2021-FY,2025-12-01
PFP-00662,A-001-545-80-00,Oil Cooler,Western Star 49X,2022,11080,3.68,60,5.42,47.3,Decreasing,2022-FY,2025-12-01
PFP-00663,A-001-545-80-00,Oil Cooler,Western Star 49X,2023,1559,7.24,14,8.98,24.0,Spike,2023-FY,2025-12-01
PFP-00664,A-001-545-80-00,Oil Cooler,Western Star 49X,2024,1424,4.1,8,5.62,37.1,Increasing,2024-FY,2025-12-01
PFP-00665,A-001-545-80-00,Oil Cooler,Freightliner 108SD,2021,12097,4.04,7,0.58,-85.6,Stable,2021-FY,2025-12-01
PFP-00666,A-001-545-80-00,Oil Cooler,Freightliner 108SD,2022,1058,6.83,6,5.67,-17.0,Increasing,2022-FY,2025-12-01
PFP-00667,A-001-545-80-00,Oil Cooler,Freightliner 108SD,2023,1253,2.29,5,3.99,74.2,Increasing,2023-FY,2025-12-01
PFP-00668,A-001-545-80-00,Oil Cooler,Freightliner 108SD,2024,9271,7.57,14,1.51,-80.1,Stable,2024-FY,2025-12-01
PFP-00669,A-001-545-80-00,Oil Cooler,Western Star 47X,2021,8302,7.32,14,1.69,-76.9,Decreasing,2021-FY,2025-12-01
PFP-00670,A-001-545-80-00,Oil Cooler,Western Star 47X,2022,6401,6.97,54,8.44,21.1,Increasing,2022-FY,2025-12-01
PFP-00671,A-001-545-80-00,Oil Cooler,Western Star 47X,2023,2660,0.67,1,0.38,-43.3,Spike,2023-FY,2025-12-01
PFP-00672,A-001-545-80-00,Oil Cooler,Western Star 47X,2024,12429,2.4,1,0.08,-96.7,Increasing,2024-FY,2025-12-01
PFP-00673,A-714-280-01-00,Driveshaft U-Joint,Freightliner 114SD,2021,10245,6.77,22,2.15,-68.2,Increasing,2021-FY,2025-12-01
PFP-00674,A-714-280-01-00,Driveshaft U-Joint,Freightliner 114SD,2022,10471,4.11,47,4.49,9.2,Decreasing,2022-FY,2025-12-01
PFP-00675,A-714-280-01-00,Driveshaft U-Joint,Freightliner 114SD,2023,5126,5.32,16,3.12,-41.4,Spike,2023-FY,2025-12-01
PFP-00676,A-714-280-01-00,Driveshaft U-Joint,Freightliner 114SD,2024,4762,4.14,20,4.2,1.4,Decreasing,2024-FY,2025-12-01
PFP-00677,A-714-280-01-00,Driveshaft U-Joint,Freightliner M2 112,2021,5208,3.55,6,1.15,-67.6,Decreasing,2021-FY,2025-12-01
PFP-00678,A-714-280-01-00,Driveshaft U-Joint,Freightliner M2 112,2022,8118,2.01,19,2.34,16.4,Spike,2022-FY,2025-12-01
PFP-00679,A-714-280-01-00,Driveshaft U-Joint,Freightliner M2 112,2023,14376,7.16,39,2.71,-62.2,Spike,2023-FY,2025-12-01
PFP-00680,A-714-280-01-00,Driveshaft U-Joint,Freightliner M2 112,2024,3668,3.39,15,4.09,20.6,Decreasing,2024-FY,2025-12-01
PFP-00681,A-714-280-01-00,Driveshaft U-Joint,Freightliner Cascadia,2021,12412,5.39,47,3.79,-29.7,Decreasing,2021-FY,2025-12-01
PFP-00682,A-714-280-01-00,Driveshaft U-Joint,Freightliner Cascadia,2022,11941,7.89,4,0.33,-95.8,Spike,2022-FY,2025-12-01
PFP-00683,A-714-280-01-00,Driveshaft U-Joint,Freightliner Cascadia,2023,783,3.65,4,5.11,40.0,Decreasing,2023-FY,2025-12-01
PFP-00684,A-714-280-01-00,Driveshaft U-Joint,Freightliner Cascadia,2024,10937,4.54,9,0.82,-81.9,Increasing,2024-FY,2025-12-01
PFP-00685,A-714-280-01-00,Driveshaft U-Joint,Freightliner M2 106,2021,3964,4.18,12,3.03,-27.5,Decreasing,2021-FY,2025-12-01
PFP-00686,A-714-280-01-00,Driveshaft U-Joint,Freightliner M2 106,2022,6183,4.48,38,6.15,37.3,Decreasing,2022-FY,2025-12-01
PFP-00687,A-714-280-01-00,Driveshaft U-Joint,Freightliner M2 106,2023,13083,7.8,76,5.81,-25.5,Spike,2023-FY,2025-12-01
PFP-00688,A-714-280-01-00,Driveshaft U-Joint,Freightliner M2 106,2024,13213,5.46,11,0.83,-84.8,Increasing,2024-FY,2025-12-01
PFP-00689,A-714-280-01-00,Driveshaft U-Joint,Western Star 49X,2021,6964,4.05,21,3.02,-25.4,Increasing,2021-FY,2025-12-01
PFP-00690,A-714-280-01-00,Driveshaft U-Joint,Western Star 49X,2022,6116,3.06,26,4.25,38.9,Stable,2022-FY,2025-12-01
PFP-00691,A-714-280-01-00,Driveshaft U-Joint,Western Star 49X,2023,9491,1.38,3,0.32,-76.8,Decreasing,2023-FY,2025-12-01
PFP-00692,A-714-280-01-00,Driveshaft U-Joint,Western Star 49X,2024,5272,7.78,10,1.9,-75.6,Spike,2024-FY,2025-12-01
PFP-00693,A-714-280-01-00,Driveshaft U-Joint,Freightliner 108SD,2021,10341,2.64,14,1.35,-48.9,Stable,2021-FY,2025-12-01
PFP-00694,A-714-280-01-00,Driveshaft U-Joint,Freightliner 108SD,2022,8753,2.65,9,1.03,-61.1,Spike,2022-FY,2025-12-01
PFP-00695,A-714-280-01-00,Driveshaft U-Joint,Freightliner 108SD,2023,3454,6.5,21,6.08,-6.5,Stable,2023-FY,2025-12-01
PFP-00696,A-714-280-01-00,Driveshaft U-Joint,Freightliner 108SD,2024,12554,6.75,113,9.0,33.3,Spike,2024-FY,2025-12-01
PFP-00697,A-714-280-01-00,Driveshaft U-Joint,Western Star 47X,2021,1872,1.68,2,1.07,-36.3,Increasing,2021-FY,2025-12-01
PFP-00698,A-714-280-01-00,Driveshaft U-Joint,Western Star 47X,2022,9165,6.89,78,8.51,23.5,Stable,2022-FY,2025-12-01
PFP-00699,A-714-280-01-00,Driveshaft U-Joint,Western Star 47X,2023,7146,3.05,4,0.56,-81.6,Increasing,2023-FY,2025-12-01
PFP-00700,A-714-280-01-00,Driveshaft U-Joint,Western Star 47X,2024,4015,1.01,3,0.75,-25.7,Stable,2024-FY,2025-12-01
PFP-00701,A-714-280-05-00,Differential Assembly,Freightliner 114SD,2021,5852,7.63,46,7.86,3.0,Increasing,2021-FY,2025-12-01
PFP-00702,A-714-280-05-00,Differential Assembly,Freightliner 114SD,2022,2061,5.62,16,7.76,38.1,Stable,2022-FY,2025-12-01
PFP-00703,A-714-280-05-00,Differential Assembly,Freightliner 114SD,2023,5145,3.03,3,0.58,-80.9,Decreasing,2023-FY,2025-12-01
PFP-00704,A-714-280-05-00,Differential Assembly,Freightliner 114SD,2024,11854,1.4,25,2.11,50.7,Stable,2024-FY,2025-12-01
PFP-00705,A-714-280-05-00,Differential Assembly,Freightliner M2 112,2021,6261,0.6,5,0.8,33.3,Stable,2021-FY,2025-12-01
PFP-00706,A-714-280-05-00,Differential Assembly,Freightliner M2 112,2022,10565,3.83,29,2.74,-28.5,Spike,2022-FY,2025-12-01
PFP-00707,A-714-280-05-00,Differential Assembly,Freightliner M2 112,2023,5990,5.11,24,4.01,-21.5,Spike,2023-FY,2025-12-01
PFP-00708,A-714-280-05-00,Differential Assembly,Freightliner M2 112,2024,10326,7.64,111,10.75,40.7,Increasing,2024-FY,2025-12-01
PFP-00709,A-714-280-05-00,Differential Assembly,Freightliner Cascadia,2021,4339,4.21,1,0.23,-94.5,Increasing,2021-FY,2025-12-01
PFP-00710,A-714-280-05-00,Differential Assembly,Freightliner Cascadia,2022,2301,4.6,5,2.17,-52.8,Spike,2022-FY,2025-12-01
PFP-00711,A-714-280-05-00,Differential Assembly,Freightliner Cascadia,2023,11792,5.98,11,0.93,-84.4,Stable,2023-FY,2025-12-01
PFP-00712,A-714-280-05-00,Differential Assembly,Freightliner Cascadia,2024,13382,2.4,36,2.69,12.1,Stable,2024-FY,2025-12-01
PFP-00713,A-714-280-05-00,Differential Assembly,Freightliner M2 106,2021,13559,4.52,77,5.68,25.7,Decreasing,2021-FY,2025-12-01
PFP-00714,A-714-280-05-00,Differential Assembly,Freightliner M2 106,2022,5708,1.56,11,1.93,23.7,Spike,2022-FY,2025-12-01
PFP-00715,A-714-280-05-00,Differential Assembly,Freightliner M2 106,2023,12880,1.82,16,1.24,-31.9,Increasing,2023-FY,2025-12-01
PFP-00716,A-714-280-05-00,Differential Assembly,Freightliner M2 106,2024,3752,3.71,16,4.26,14.8,Increasing,2024-FY,2025-12-01
PFP-00717,A-714-280-05-00,Differential Assembly,Western Star 49X,2021,6611,2.3,1,0.15,-93.5,Spike,2021-FY,2025-12-01
PFP-00718,A-714-280-05-00,Differential Assembly,Western Star 49X,2022,2026,6.25,1,0.49,-92.2,Stable,2022-FY,2025-12-01
PFP-00719,A-714-280-05-00,Differential Assembly,Western Star 49X,2023,2724,2.42,2,0.73,-69.8,Stable,2023-FY,2025-12-01
PFP-00720,A-714-280-05-00,Differential Assembly,Western Star 49X,2024,7767,4.85,8,1.03,-78.8,Stable,2024-FY,2025-12-01
PFP-00721,A-714-280-05-00,Differential Assembly,Freightliner 108SD,2021,2081,5.6,7,3.36,-40.0,Spike,2021-FY,2025-12-01
PFP-00722,A-714-280-05-00,Differential Assembly,Freightliner 108SD,2022,8113,6.2,27,3.33,-46.3,Increasing,2022-FY,2025-12-01
PFP-00723,A-714-280-05-00,Differential Assembly,Freightliner 108SD,2023,14166,3.73,4,0.28,-92.5,Increasing,2023-FY,2025-12-01
PFP-00724,A-714-280-05-00,Differential Assembly,Freightliner 108SD,2024,13022,6.42,14,1.08,-83.2,Spike,2024-FY,2025-12-01
PFP-00725,A-714-280-05-00,Differential Assembly,Western Star 47X,2021,5075,7.46,23,4.53,-39.3,Increasing,2021-FY,2025-12-01
PFP-00726,A-714-280-05-00,Differential Assembly,Western Star 47X,2022,6424,4.89,21,3.27,-33.1,Stable,2022-FY,2025-12-01
PFP-00727,A-714-280-05-00,Differential Assembly,Western Star 47X,2023,1602,1.01,2,1.25,23.8,Stable,2023-FY,2025-12-01
PFP-00728,A-714-280-05-00,Differential Assembly,Western Star 47X,2024,12955,3.48,12,0.93,-73.3,Increasing,2024-FY,2025-12-01
PFP-00729,A-350-100-01-00,Cab Air Spring,Freightliner 114SD,2021,11128,2.62,31,2.79,6.5,Stable,2021-FY,2025-12-01
PFP-00730,A-350-100-01-00,Cab Air Spring,Freightliner 114SD,2022,4890,6.77,50,10.22,51.0,Decreasing,2022-FY,2025-12-01
PFP-00731,A-350-100-01-00,Cab Air Spring,Freightliner 114SD,2023,14934,5.92,124,8.3,40.2,Spike,2023-FY,2025-12-01
PFP-00732,A-350-100-01-00,Cab Air Spring,Freightliner 114SD,2024,2648,7.68,27,10.2,32.8,Stable,2024-FY,2025-12-01
PFP-00733,A-350-100-01-00,Cab Air Spring,Freightliner M2 112,2021,5645,6.88,42,7.44,8.1,Stable,2021-FY,2025-12-01
PFP-00734,A-350-100-01-00,Cab Air Spring,Freightliner M2 112,2022,11817,5.18,63,5.33,2.9,Increasing,2022-FY,2025-12-01
PFP-00735,A-350-100-01-00,Cab Air Spring,Freightliner M2 112,2023,4384,1.28,2,0.46,-64.1,Decreasing,2023-FY,2025-12-01
PFP-00736,A-350-100-01-00,Cab Air Spring,Freightliner M2 112,2024,5632,2.41,9,1.6,-33.6,Spike,2024-FY,2025-12-01
PFP-00737,A-350-100-01-00,Cab Air Spring,Freightliner Cascadia,2021,11891,5.59,38,3.2,-42.8,Increasing,2021-FY,2025-12-01
PFP-00738,A-350-100-01-00,Cab Air Spring,Freightliner Cascadia,2022,10640,5.39,51,4.79,-11.1,Stable,2022-FY,2025-12-01
PFP-00739,A-350-100-01-00,Cab Air Spring,Freightliner Cascadia,2023,11371,7.32,39,3.43,-53.1,Spike,2023-FY,2025-12-01
PFP-00740,A-350-100-01-00,Cab Air Spring,Freightliner Cascadia,2024,6213,7.99,15,2.41,-69.8,Decreasing,2024-FY,2025-12-01
PFP-00741,A-350-100-01-00,Cab Air Spring,Freightliner M2 106,2021,8924,0.92,4,0.45,-51.1,Spike,2021-FY,2025-12-01
PFP-00742,A-350-100-01-00,Cab Air Spring,Freightliner M2 106,2022,8597,2.28,18,2.09,-8.3,Spike,2022-FY,2025-12-01
PFP-00743,A-350-100-01-00,Cab Air Spring,Freightliner M2 106,2023,9093,3.27,8,0.88,-73.1,Decreasing,2023-FY,2025-12-01
PFP-00744,A-350-100-01-00,Cab Air Spring,Freightliner M2 106,2024,12003,4.75,55,4.58,-3.6,Stable,2024-FY,2025-12-01
PFP-00745,A-350-100-01-00,Cab Air Spring,Western Star 49X,2021,12105,0.98,1,0.08,-91.8,Spike,2021-FY,2025-12-01
PFP-00746,A-350-100-01-00,Cab Air Spring,Western Star 49X,2022,14252,7.89,148,10.38,31.6,Increasing,2022-FY,2025-12-01
