audit_id,claim_id,action,action_date,performed_by,role,previous_status,new_status,notes,routing_rule
AUD-011057,WC-2023004610,Routed,2025-04-28 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-011058,WC-2023004611,Submitted,2025-12-26 00:00:00,DLR-001-TECH-14,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011059,WC-2023004611,Routed,2025-12-26 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011060,WC-2023004612,Submitted,2024-08-20 00:00:00,DLR-018-TECH-08,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011061,WC-2023004612,Routed,2024-08-21 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-011062,WC-2023004612,Rejected,2024-08-25 02:00:00,REVIEWER-05,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-011063,WC-2023004613,Submitted,2025-06-04 00:00:00,DLR-018-TECH-09,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011064,WC-2023004613,Routed,2025-06-05 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011065,WC-2023004614,Submitted,2024-10-23 00:00:00,DLR-006-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011066,WC-2023004614,Routed,2024-10-24 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-011067,WC-2023004615,Submitted,2024-09-20 00:00:00,DLR-004-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011068,WC-2023004615,Routed,2024-09-21 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-011069,WC-2023004615,Rejected,2024-09-23 15:00:00,REVIEWER-01,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-011070,WC-2023004616,Submitted,2024-09-01 00:00:00,DLR-003-TECH-06,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011071,WC-2023004616,Routed,2024-09-01 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 11. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-011072,WC-2023004616,Approved,2024-09-02 07:00:00,REVIEWER-04,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011073,WC-2023004617,Submitted,2025-04-16 00:00:00,DLR-019-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011074,WC-2023004617,Routed,2025-04-17 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 6. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011075,WC-2023004618,Submitted,2024-12-01 00:00:00,DLR-011-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011076,WC-2023004618,Routed,2024-12-01 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011077,WC-2023004618,Rejected,2024-12-04 12:00:00,REVIEWER-03,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-011078,WC-2023004619,Submitted,2025-11-26 00:00:00,DLR-007-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011079,WC-2023004619,Routed,2025-11-27 19:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 67. Routed to REVIEWER-03.,MEDIUM_RISK_MANUAL_REVIEW
AUD-011080,WC-2023004619,Rejected,2025-11-29 21:00:00,REVIEWER-03,Claim Processor,Under Review,Rejected,Claim rejected: Warranty expired,
AUD-011081,WC-2023004620,Submitted,2025-03-15 00:00:00,DLR-010-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011082,WC-2023004620,Routed,2025-03-16 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011083,WC-2023004621,Submitted,2025-10-17 00:00:00,DLR-002-TECH-13,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011084,WC-2023004621,Routed,2025-10-18 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011085,WC-2023004621,Rejected,2025-10-22 05:00:00,REVIEWER-15,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-011086,WC-2023004622,Submitted,2025-09-03 00:00:00,DLR-016-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011087,WC-2023004622,Routed,2025-09-03 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-011088,WC-2023004623,Submitted,2025-07-02 00:00:00,DLR-019-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011089,WC-2023004623,Routed,2025-07-02 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-011090,WC-2023004624,Submitted,2024-05-16 00:00:00,DLR-017-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011091,WC-2023004624,Routed,2024-05-16 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011092,WC-2023004625,Submitted,2025-01-07 00:00:00,DLR-017-TECH-08,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011093,WC-2023004625,Routed,2025-01-07 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011094,WC-2023004625,Rejected,2025-01-09 02:00:00,REVIEWER-15,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-011095,WC-2023004626,Submitted,2023-07-05 00:00:00,DLR-013-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011096,WC-2023004626,Routed,2023-07-06 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011097,WC-2023004627,Submitted,2025-01-28 00:00:00,DLR-017-TECH-03,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011098,WC-2023004627,Routed,2025-01-29 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 29. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011099,WC-2023004628,Submitted,2023-07-12 00:00:00,DLR-001-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011100,WC-2023004628,Routed,2023-07-13 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011101,WC-2023004628,Rejected,2023-07-16 10:00:00,REVIEWER-15,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-011102,WC-2023004629,Submitted,2025-03-03 00:00:00,DLR-010-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011103,WC-2023004629,Routed,2025-03-03 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 12. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-011104,WC-2023004629,Rejected,2025-03-07 20:00:00,REVIEWER-07,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-011105,WC-2023004630,Submitted,2024-04-09 00:00:00,DLR-018-TECH-09,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011106,WC-2023004630,Routed,2024-04-10 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-011107,WC-2023004630,Approved,2024-04-15 03:00:00,REVIEWER-07,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011108,WC-2023004631,Submitted,2024-03-16 00:00:00,DLR-009-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011109,WC-2023004631,Routed,2024-03-17 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 12. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011110,WC-2023004632,Submitted,2024-08-26 00:00:00,DLR-013-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011111,WC-2023004632,Routed,2024-08-26 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-011112,WC-2023004633,Submitted,2025-09-20 00:00:00,DLR-004-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011113,WC-2023004633,Routed,2025-09-20 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011114,WC-2023004633,Rejected,2025-09-24 10:00:00,REVIEWER-02,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-011115,WC-2023004634,Submitted,2025-08-22 00:00:00,DLR-013-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011116,WC-2023004634,Routed,2025-08-23 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-011117,WC-2023004635,Submitted,2025-12-08 00:00:00,DLR-011-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011118,WC-2023004635,Routed,2025-12-09 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 15. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011119,WC-2023004636,Submitted,2025-02-26 00:00:00,DLR-002-TECH-13,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011120,WC-2023004636,Routed,2025-02-27 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-011121,WC-2023004636,Approved,2025-03-02 05:00:00,REVIEWER-07,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011122,WC-2023004637,Submitted,2023-02-27 00:00:00,DLR-008-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011123,WC-2023004637,Routed,2023-02-27 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011124,WC-2023004638,Submitted,2024-01-11 00:00:00,DLR-008-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011125,WC-2023004638,Routed,2024-01-12 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011126,WC-2023004639,Submitted,2025-01-27 00:00:00,DLR-015-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011127,WC-2023004639,Routed,2025-01-27 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-011128,WC-2023004640,Submitted,2024-06-04 00:00:00,DLR-012-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011129,WC-2023004640,Routed,2024-06-04 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011130,WC-2023004640,Approved,2024-06-07 14:00:00,REVIEWER-15,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011131,WC-2023004641,Submitted,2024-02-22 00:00:00,DLR-004-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011132,WC-2023004641,Routed,2024-02-23 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-011133,WC-2023004642,Submitted,2025-06-26 00:00:00,DLR-001-TECH-12,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011134,WC-2023004642,Routed,2025-06-27 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-011135,WC-2023004643,Submitted,2024-01-02 00:00:00,DLR-019-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011136,WC-2023004643,Routed,2024-01-03 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011137,WC-2023004644,Submitted,2023-05-21 00:00:00,DLR-016-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011138,WC-2023004644,Routed,2023-05-21 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011139,WC-2023004644,Approved,2023-05-23 00:00:00,REVIEWER-06,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011140,WC-2023004645,Submitted,2024-08-06 00:00:00,DLR-018-TECH-09,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011141,WC-2023004645,Routed,2024-08-06 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011142,WC-2023004646,Submitted,2024-10-18 00:00:00,DLR-008-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011143,WC-2023004646,Routed,2024-10-19 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 5. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011144,WC-2023004646,Rejected,2024-10-20 16:00:00,REVIEWER-02,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-011145,WC-2023004647,Submitted,2025-03-02 00:00:00,DLR-010-TECH-10,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011146,WC-2023004647,Routed,2025-03-03 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011147,WC-2023004648,Submitted,2025-10-11 00:00:00,DLR-012-TECH-09,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011148,WC-2023004648,Routed,2025-10-11 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-011149,WC-2023004649,Submitted,2025-11-04 00:00:00,DLR-011-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011150,WC-2023004649,Routed,2025-11-05 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-011151,WC-2023004650,Submitted,2024-04-03 00:00:00,DLR-011-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011152,WC-2023004650,Routed,2024-04-04 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011153,WC-2023004650,Rejected,2024-04-09 21:00:00,REVIEWER-03,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-011154,WC-2023004651,Submitted,2024-05-07 00:00:00,DLR-007-TECH-14,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011155,WC-2023004651,Routed,2024-05-08 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011156,WC-2023004651,Approved,2024-05-10 00:00:00,REVIEWER-10,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011157,WC-2023004652,Submitted,2025-12-13 00:00:00,DLR-008-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011158,WC-2023004652,Routed,2025-12-14 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011159,WC-2023004652,Rejected,2025-12-15 14:00:00,REVIEWER-10,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-011160,WC-2023004653,Submitted,2024-06-19 00:00:00,DLR-012-TECH-07,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011161,WC-2023004653,Routed,2024-06-20 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-011162,WC-2023004654,Submitted,2024-09-23 00:00:00,DLR-004-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011163,WC-2023004654,Routed,2024-09-24 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-011164,WC-2023004655,Submitted,2025-03-02 00:00:00,DLR-020-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011165,WC-2023004655,Routed,2025-03-02 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-011166,WC-2023004656,Submitted,2024-06-07 00:00:00,DLR-018-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011167,WC-2023004656,Routed,2024-06-08 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 3. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-011168,WC-2023004657,Submitted,2025-06-12 00:00:00,DLR-018-TECH-13,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011169,WC-2023004657,Routed,2025-06-12 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 34. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-011170,WC-2023004658,Submitted,2023-11-28 00:00:00,DLR-014-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011171,WC-2023004658,Routed,2023-11-29 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-011172,WC-2023004659,Submitted,2023-06-18 00:00:00,DLR-020-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011173,WC-2023004659,Routed,2023-06-18 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 15. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011174,WC-2023004659,Approved,2023-06-23 13:00:00,REVIEWER-12,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011175,WC-2023004660,Submitted,2025-07-02 00:00:00,DLR-017-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011176,WC-2023004660,Routed,2025-07-02 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 25. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-011177,WC-2023004661,Submitted,2024-08-11 00:00:00,DLR-003-TECH-06,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011178,WC-2023004661,Routed,2024-08-12 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 37. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011179,WC-2023004662,Submitted,2023-01-05 00:00:00,DLR-018-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011180,WC-2023004662,Routed,2023-01-05 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 34. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011181,WC-2023004663,Submitted,2025-12-01 00:00:00,DLR-007-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011182,WC-2023004663,Routed,2025-12-01 13:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 48. Routed to REVIEWER-02.,BORDERLINE_RISK_SPOT_CHECK
AUD-011183,WC-2023004664,Submitted,2024-06-14 00:00:00,DLR-008-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011184,WC-2023004664,Routed,2024-06-14 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-011185,WC-2023004664,Rejected,2024-06-15 12:00:00,REVIEWER-14,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-011186,WC-2023004665,Submitted,2025-05-07 00:00:00,DLR-018-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011187,WC-2023004665,Routed,2025-05-07 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011188,WC-2023004666,Submitted,2024-12-13 00:00:00,DLR-011-TECH-03,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011189,WC-2023004666,Routed,2024-12-13 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-011190,WC-2023004667,Submitted,2025-02-21 00:00:00,DLR-003-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011191,WC-2023004667,Routed,2025-02-21 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-011192,WC-2023004668,Submitted,2024-05-22 00:00:00,DLR-012-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011193,WC-2023004668,Routed,2024-05-23 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011194,WC-2023004669,Submitted,2025-08-24 00:00:00,DLR-019-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011195,WC-2023004669,Routed,2025-08-24 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 29. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-011196,WC-2023004669,Rejected,2025-08-26 11:00:00,REVIEWER-14,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-011197,WC-2023004670,Submitted,2024-06-02 00:00:00,DLR-017-TECH-12,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011198,WC-2023004670,Routed,2024-06-02 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011199,WC-2023004671,Submitted,2025-03-17 00:00:00,DLR-010-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011200,WC-2023004671,Routed,2025-03-18 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-011201,WC-2023004671,Rejected,2025-03-19 21:00:00,REVIEWER-07,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-011202,WC-2023004672,Submitted,2024-12-03 00:00:00,DLR-002-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011203,WC-2023004672,Routed,2024-12-05 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 6. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-011204,WC-2023004673,Submitted,2023-12-04 00:00:00,DLR-011-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011205,WC-2023004673,Routed,2023-12-05 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 20. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011206,WC-2023004674,Submitted,2025-03-03 00:00:00,DLR-006-TECH-10,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011207,WC-2023004674,Routed,2025-03-03 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-011208,WC-2023004675,Submitted,2025-12-21 00:00:00,DLR-002-TECH-11,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011209,WC-2023004675,Routed,2025-12-21 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-011210,WC-2023004675,Rejected,2025-12-26 01:00:00,REVIEWER-13,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-011211,WC-2023004676,Submitted,2025-03-08 00:00:00,DLR-006-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011212,WC-2023004676,Routed,2025-03-08 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-011213,WC-2023004676,Rejected,2025-03-12 14:00:00,REVIEWER-13,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-011214,WC-2023004677,Submitted,2025-05-23 00:00:00,DLR-016-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011215,WC-2023004677,Routed,2025-05-24 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-011216,WC-2023004678,Submitted,2024-09-28 00:00:00,DLR-011-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011217,WC-2023004678,Routed,2024-09-29 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011218,WC-2023004678,Rejected,2024-10-04 13:00:00,REVIEWER-02,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-011219,WC-2023004679,Submitted,2024-08-27 00:00:00,DLR-001-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011220,WC-2023004679,Routed,2024-08-28 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-011221,WC-2023004679,Rejected,2024-08-31 10:00:00,REVIEWER-11,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-011222,WC-2023004680,Submitted,2023-06-18 00:00:00,DLR-009-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011223,WC-2023004680,Routed,2023-06-18 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-011224,WC-2023004680,Rejected,2023-06-22 11:00:00,REVIEWER-01,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-011225,WC-2023004681,Submitted,2025-02-11 00:00:00,DLR-019-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011226,WC-2023004681,Routed,2025-02-12 12:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 68. Routed to REVIEWER-04.,MEDIUM_RISK_MANUAL_REVIEW
